ano,municipio_ibge,municipio_nome,localidade_do_gasto_raw,numero_emenda,autor,partido,uf_autor,tipo_emenda,funcao,subfuncao,valor_empenhado,valor_liquidado,valor_pago,fonte_api
2017,2201903,Bom Jesus,BOM JESUS - PB,S/I,Sem informação,,,Emenda de Relator,Saúde,Administração geral,"10.000,00","10.000,00","10.000,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,2201903,Bom Jesus,PONTE ALTA DO BOM JESUS - TO,S/I,Sem informação,,,Emenda de Relator,Saúde,Administração geral,"25.484,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,2201903,Bom Jesus,PIRAPORA DO BOM JESUS - SP,S/I,Sem informação,,,Emenda de Relator,Saúde,Administração geral,"100.000,00","100.000,00","100.000,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,2201903,Bom Jesus,BOM JESUS DO AMPARO - MG,S/I,Sem informação,,,Emenda de Relator,Saúde,Administração geral,"100.000,00","100.000,00","100.000,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,2201903,Bom Jesus,BOM JESUS DO TOCANTINS - PA,S/I,Sem informação,,,Emenda de Bancada,Saúde,Administração geral,"220.000,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,2201903,Bom Jesus,BOM JESUS DO GALHO - MG,S/I,Sem informação,,,Emenda de Relator,Urbanismo,infra-estrutura urbana,"245.850,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,2201903,Bom Jesus,BOM JESUS DOS PERDÕES - SP,S/I,Sem informação,,,Emenda de Relator,Saúde,Administração geral,"250.000,00","250.000,00","250.000,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,2201903,Bom Jesus,BOM JESUS DAS SELVAS - MA,S/I,Sem informação,,,Emenda de Relator,Saúde,Administração geral,"250.000,00","250.000,00","250.000,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,2201903,Bom Jesus,BOM JESUS - PI,S/I,Sem informação,,,Emenda de Relator,Saúde,Saneamento básico rural,"250.000,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,2201903,Bom Jesus,BOM JESUS DA SERRA - BA,S/I,Sem informação,,,Emenda de Relator,Desporto e lazer,Desporto comunitário,"253.500,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,2201903,Bom Jesus,BOM JESUS - RS,S/I,Sem informação,,,Emenda de Relator,Urbanismo,infra-estrutura urbana,"295.300,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,2201903,Bom Jesus,BOM JESUS DA SERRA - BA,REL. GERAL,RELATOR GERAL,,,Emenda de Comissão,Agricultura,Promoção da produção agropecuária,"350.000,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,2201903,Bom Jesus,BOM JESUS DE GOIÁS - GO,201719610004,SANDES JUNIOR,,,Emenda Individual - Transferências com Finalidade Definida,Urbanismo,infra-estrutura urbana,"350.000,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,2201903,Bom Jesus,BOM JESUS - PB,S/I,Sem informação,,,Emenda de Relator,Agricultura,Promoção da produção agropecuária,"429.000,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,2201903,Bom Jesus,BOM JESUS DO TOCANTINS - TO,S/I,Sem informação,,,Emenda de Relator,Desporto e lazer,Desporto comunitário,"487.500,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,2201903,Bom Jesus,BOM JESUS - PI,S/I,Sem informação,,,Emenda de Relator,Urbanismo,infra-estrutura urbana,"493.100,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,2201903,Bom Jesus,BOM JESUS DO ITABAPOANA - RJ,201727930005,WALNEY ROCHA,,,Emenda Individual - Transferências com Finalidade Definida,Educação,Educação básica,"500.000,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,2201903,Bom Jesus,BOM JESUS DO ITABAPOANA - RJ,S/I,Sem informação,,,Emenda de Relator,Saúde,Administração geral,"500.000,00","500.000,00","500.000,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,2201903,Bom Jesus,BOM JESUS DA SERRA - BA,S/I,Sem informação,,,Emenda de Relator,Urbanismo,infra-estrutura urbana,"641.450,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,2201903,Bom Jesus,BOM JESUS - PI,S/I,Sem informação,,,Emenda de Relator,Saúde,Administração geral,"700.000,00","700.000,00","700.000,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,2201903,Bom Jesus,BOM JESUS DO SUL - PR,201733090004,NELSON MEURER,,,Emenda Individual - Transferências com Finalidade Definida,Agricultura,Promoção da produção agropecuária,"900.000,00","877.500,00","877.500,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,2201903,Bom Jesus,BOM JESUS - PI,S/I,Sem informação,,,Emenda de Bancada,Urbanismo,infra-estrutura urbana,"1.482.100,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,2201903,Bom Jesus,PONTE ALTA DO BOM JESUS - TO,S/I,Sem informação,,,Emenda de Relator,Saúde,Saneamento básico rural,"2.000.000,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
