Ano,Empenhado,Liquidado,Pago,RP_Nao_Processado,RP_Processado,Fonte_URL
2016,"127.706.733,08","127.706.733,08","108.760.359,10","0,00","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2016&no_anexo=DCA-Anexo%20I-E&id_ente=3509502
