ano,competencia,tipo_transferencia,modalidade_transferencia,orgao_superior_codigo,orgao_superior_nome,unidade_gestora_codigo,unidade_gestora_nome,funcao_id,funcao_descricao,acao_id,acao_descricao,valor_transferido,municipio_ibge,municipio_nome,fonte_api
2024,2024-06,Não se aplica,EM EXECUÇÃO,24000,"Ministério da Ciência, Tecnologia e Inovação",240105,INSTIT.NACIONAL DE PESQUISA DA AMAZONIA-INPA,19,Ciência e Tecnologia,959012,"Apoio da Fundacao (FUNCATE), na gestao administrativa e financeira, a execucao do projeto de pesquisa e desenvolvimento tecnologico do INPA: Desenvolvimento de um modelo de gestao para instalacoes animais de pesquisa visando excelencia na prestacao de servicos.",1622840.24,3549904,SÃO JOSÉ DOS CAMPOS,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
2024,2024-12,Não se aplica,AGUARDANDO PRESTAÇÃO DE CONTAS,55000,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome",550009,DPTO. APOIO E ACOLHIM. AT. EM ALCOOL E DROGAS,08,Assistência social,972534,"Implementacao do projeto Reiniciar com capacitacao em eletrica, visando impedir o retorno ao uso de drogas e alcool e reinsercao social dos acolhidos.",200000.0,3549904,SÃO JOSÉ DOS CAMPOS,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
2024,2024-10,TRANSFERENCIA LEGAL,ADIMPLENTE,24000,"Ministério da Ciência, Tecnologia e Inovação",240901,FUNDO NAC.DE DESENV. CIENT. E TECNOLOGICO,19,Ciência e Tecnologia,1AAUDZ,"SISTEMA DE DISTRIBUIÇÃO ELÉTRICA AERONÁUTICO INTELIGENTE E DE ALTO    DESEMPENHO                                                            O OBJETIVO GERAL DO PROJETO É O DESENVOLVIMENTO DE UM SISTEMA DE      DISTRIBUIÇÃO ELÉTRICA AERONÁUTICO INTELIGENTE E DE ALTO DESEMPENHO,   QUALIFICADO NOS PADRÕES DE TESTE AERONÁUTICO (DO-160). SÃO OBJETIVOS  COMPLEMENTARES DO PROJETO.",10511915.3,3549904,SÃO JOSÉ DOS CAMPOS,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
2024,2024-12,TRANSFERENCIA LEGAL,ADIMPLENTE,24000,"Ministério da Ciência, Tecnologia e Inovação",240901,FUNDO NAC.DE DESENV. CIENT. E TECNOLOGICO,19,Ciência e Tecnologia,1AAVQF,"TÍTULO: RADAR SABER M200 MULTIMISSÃO                                  A FINALIDADE DO PROJETO É CONTRIBUIR JUNTO AO DESENVOLVIMENTO DE UM   PROTÓTIPO DE UM RADAR MULTIMISSÃO DE MÉDIA ALTURA (20 KM) E LONGO     ALCANCE (200 KM) E CAPAZ DE EXECUTAR FUNÇÕES TÍPICAS DE UM RADAR      INTEGRADO A UM SISTEMAS DE DEFESA ANTIÁREA DE MÉDIA ALTURA,           DESEMPENHANDO MISSÕES CARACTERÍSTICAS DESTES SISTEMAS, TAIS COMO:",52766332.92,3549904,SÃO JOSÉ DOS CAMPOS,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
2024,2024-12,Não se aplica,EM EXECUÇÃO,24000,"Ministério da Ciência, Tecnologia e Inovação",240127,CENTRO DE TECNOLOGIA MINERAL,19,Ciência e Tecnologia,969860,"Apoio da Fundacao (FUNCATE), na gestao administrativa e financeira, a execucao do projeto de pesquisa e desenvolvimento tecnologico do CETEM: Diagnostico e aplicacao de tecnologias para potencializar o reuso de agua na mineracao  AGUASMINER II.",300000.0,3549904,SÃO JOSÉ DOS CAMPOS,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
2024,2024-12,Não se aplica,EM EXECUÇÃO,51000,Ministério do Esporte,180073,"SEC NAC ESP AMADOR, ED. LAZER E INC SOCIAL",27,Desporto e lazer,962996,"Implementacao e Desenvolvimento do Projeto Taekwondo - O Caminho Atraves dos Pes e das Maos, no Municipio de  Sao Jose Dos Campos/SP",350844.0,3549904,SÃO JOSÉ DOS CAMPOS,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
2024,2024-05,Não se aplica,PRESTAÇÃO DE CONTAS ENVIADA PARA ANÁLISE,52000,Ministério da Defesa,120016,GRUPAMENTO DE APOIO DE S J CAMPOS,26,Transporte,953151,"O presente Convenio tem como objeto a prestacao de suporte administrativo e financeiro da fundacao de apoio nos termos do art. 1o da Lei no 8.958/1994 c.c. paragrafo unico do art. 1o do Decreto no 7.423/2010, na execucao do projeto institucional denominado Especificacao, concepcao e modelagem de governanca de dados de um processo de trabalho piloto a ser selecionado pela Superintendencia de Infraestrutura Aeroportuar",399852.24,3549904,SÃO JOSÉ DOS CAMPOS,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
2024,2024-04,TRANSFERENCIA LEGAL,ADIMPLENTE,24000,"Ministério da Ciência, Tecnologia e Inovação",240901,FUNDO NAC.DE DESENV. CIENT. E TECNOLOGICO,19,Ciência e Tecnologia,1AASDI,"FACES E INTERFACES DA AMAZÔNIA                                        A AMAZÔNIA É COMUMENTE APRESENTADA COMO UMA REGIÃO DE CONFLITOS, DE   AÇÕES ILEGAIS DE DEGRADAÇÃO FLORESTAL, COMO PALCO DE PERMANENTE       VIOLAÇÃO DOS DIREITOS DOS POVOS ORIGINÁRIOS, UMA VISÃO PARCIAL DESSA  REGIÃO. ESTE PROJETO IRÁ CRIAR UMA AMBIENTAÇÃO AUDIOVISUAL IMERSIVA   ATRATIVA, COM TECNOLOGIA DE REALIDADE VIRTUAL, E ADICIONALMENTE",299250.0,3549904,SÃO JOSÉ DOS CAMPOS,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
2024,2024-10,Não se aplica,EM EXECUÇÃO,51000,Ministério do Esporte,180006,CEF/MINISTERIO DO ESPORTE,27,Desporto e lazer,967915,"Construcao do Espaco Esportivo Comunitario, no municipio de Sao Jose dos Campos/SP (Novo PAC)",1462500.0,3549904,SÃO JOSÉ DOS CAMPOS,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
2024,2024-08,Não se aplica,EM EXECUÇÃO,42000,Ministério da Cultura,343009,"SUPERINTENDENCIA DO IPHAN SAO PAULO, IPHAN-SP",13,Cultura,964263,Elaboracao de Dossie para o Registro da festa do Divino de Mogi das Cruzes como Patrimonio Cultural Imaterial Brasileiro,250000.0,3549904,SÃO JOSÉ DOS CAMPOS,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
