ano,municipio_ibge,municipio_nome,localidade_do_gasto_raw,numero_emenda,autor,partido,uf_autor,tipo_emenda,funcao,subfuncao,valor_empenhado,valor_liquidado,valor_pago,fonte_api
2019,1400282,Iracema,IRACEMA - RR,201937450002,REMIDIO MONAI,,,Emenda Individual - Transferências com Finalidade Definida,Direitos da cidadania,"Direitos individuais, coletivos e difusos","10,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2019,1400282,Iracema,MIRACEMA - RJ,201923970013,HUGO LEAL,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Atenção básica,"125.000,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2019,1400282,Iracema,MIRACEMA - RJ,201925020019,FELIPE BORNIER,,,Emenda Individual - Transferências com Finalidade Definida,Agricultura,Promoção da produção agropecuária,"20,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2019,1400282,Iracema,MIRACEMA - RJ,201935730007,LUIZ SERGIO,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Assistência hospitalar e ambulatorial,"350.000,00","350.000,00","350.000,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2019,1400282,Iracema,MIRACEMA - RJ,201915080005,LEONARDO PICCIANI,,,Emenda Individual - Transferências com Finalidade Definida,Urbanismo,infra-estrutura urbana,"50,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2019,1400282,Iracema,IRACEMA - CE,201928950008,JOSE PIMENTEL,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Assistência hospitalar e ambulatorial,"650.001,00","650.001,00","650.001,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2019,1400282,Iracema,IRACEMA - RR,201926700005,JHONATAN DE JESUS,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Atenção básica,"710.387,00","710.387,00","710.387,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2019,1400282,Iracema,MIRACEMA DO TOCANTINS - TO,201915920020,FREIRE JUNIOR,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Atenção básica,"80,00","80,00","80,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2019,1400282,Iracema,MIRACEMA - RJ,201927890008,SERGIO ZVEITER,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Atenção básica,"90,00","90,00","90,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2019,1400282,Iracema,IRACEMA - CE,201928950021,JOSE PIMENTEL,,,Emenda Individual - Transferências com Finalidade Definida,Urbanismo,Assistência comunitária,"920.774,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2019,1400282,Iracema,IRACEMA - RR,201930660010,CARLOS ANDRADE,,,Emenda Individual - Transferências com Finalidade Definida,Defesa nacional,Assistência comunitária,"997.500,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2019,1400282,Iracema,IRACEMA - RR,201930660006,CARLOS ANDRADE,,,Emenda Individual - Transferências com Finalidade Definida,Defesa nacional,Assistência comunitária,"997.500,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2019,1400282,Iracema,IRACEMA - CE,201928950009,JOSE PIMENTEL,,,Emenda Individual - Transferências com Finalidade Definida,Desporto e lazer,Desporto comunitário,"100,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2019,1400282,Iracema,MIRACEMA DO TOCANTINS - TO,201929180011,VICENTINHO ALVES,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Atenção básica,"1.000.000,00","1.000.000,00","1.000.000,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2019,1400282,Iracema,IRACEMA - CE,201928950010,JOSE PIMENTEL,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Atenção básica,"100,00","100,00","100,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2019,1400282,Iracema,IRACEMA - RR,201930660002,CARLOS ANDRADE,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Saneamento básico urbano,"100,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2019,1400282,Iracema,IRACEMA - CE,201928950022,JOSE PIMENTEL,,,Emenda Individual - Transferências com Finalidade Definida,Urbanismo,infra-estrutura urbana,"200,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2019,1400282,Iracema,IRACEMA - RR,201930660015,CARLOS ANDRADE,,,Emenda Individual - Transferências com Finalidade Definida,Urbanismo,Assistência comunitária,"290,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
