ano,competencia,tipo_transferencia,modalidade_transferencia,orgao_superior_codigo,orgao_superior_nome,unidade_gestora_codigo,unidade_gestora_nome,funcao_id,funcao_descricao,acao_id,acao_descricao,valor_transferido,municipio_ibge,municipio_nome,fonte_api
2024,2024-07,Não se aplica,EM EXECUÇÃO,26000,Ministério da Educação,157241,CEF - PAC/FNDE,12,Educação,960804,Construcao de Escola Municipal de Tempo Integral de 13 salas Padrao FNDE em  Araguatins -TO.,7422812.66,1702208,ARAGUATINS,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
2024,2024-12,Não se aplica,EM EXECUÇÃO,26000,Ministério da Educação,153173,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,-1,Sem informação,968968,"Aquisicao materiais de consumo para atender a demanda da APAE de Araguatins, conforme detalhamento no plano de trabalho.",0,1702208,ARAGUATINS,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
