ano,municipio_ibge,municipio_nome,localidade_do_gasto_raw,numero_emenda,autor,partido,uf_autor,tipo_emenda,funcao,subfuncao,valor_empenhado,valor_liquidado,valor_pago,fonte_api
2017,4208005,Itá,MESQUITA - RJ,201728810012,LINDBERGH FARIAS,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Atenção básica,"21.800,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,4208005,Itá,ITAPIRANGA - SC,201725690008,CELSO MALDANER,,,Emenda Individual - Transferências com Finalidade Definida,Assistência social,Assistência comunitária,"30.287,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,4208005,Itá,ITAMBÉ DO MATO DENTRO - MG,S/I,Sem informação,,,Emenda de Relator,Saúde,Administração geral,"34.377,00","34.377,00","34.377,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,4208005,Itá,ITAÚ DE MINAS - MG,S/I,Sem informação,,,Emenda de Relator,Saúde,Administração geral,"50.000,00","50.000,00","50.000,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,4208005,Itá,ITAJU - SP,S/I,Sem informação,,,Emenda de Relator,Saúde,Administração geral,"7,00","7,00","7,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,4208005,Itá,TEIXEIRA DE FREITAS - BA,201737720009,ULDURICO JUNIOR,,,Emenda Individual - Transferências com Finalidade Definida,Educação,Ensino profissional,"72.628,70","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,4208005,Itá,ITAGUAJÉ - PR,S/I,Sem informação,,,Emenda de Relator,Saúde,Administração geral,"83.026,00","83.026,00","83.026,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,4208005,Itá,ITAPIRANGA - AM,REL. GERAL,RELATOR GERAL,,,Emenda de Comissão,Saúde,Atenção básica,"89.980,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,4208005,Itá,LAGOA BONITA DO SUL - RS,S/I,Sem informação,,,Emenda de Relator,Agricultura,Promoção da produção agropecuária,"97.500,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,4208005,Itá,SÃO DOMINGOS DO AZEITÃO - MA,S/I,Sem informação,,,Emenda de Relator,Agricultura,Promoção da produção agropecuária,"97.500,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,4208005,Itá,EPITACIOLÂNDIA - AC,201737030021,LEO DE BRITO,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Atenção básica,"99.860,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,4208005,Itá,ITAMBÉ - BA,201727370010,ANTONIO BRITO,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Assistência hospitalar e ambulatorial,"99.940,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,4208005,Itá,ITAPITANGA - BA,201737520006,RONALDO CARLETTO,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Atenção básica,"99.996,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,4208005,Itá,SANTA RITA D'OESTE - SP,S/I,Sem informação,,,Emenda de Relator,Saúde,Administração geral,"10,00","10,00","10,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,4208005,Itá,ITAMONTE - MG,S/I,Sem informação,,,Emenda de Relator,Saúde,Administração geral,"10,00","10,00","10,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,4208005,Itá,LAGOA BONITA DO SUL - RS,S/I,Sem informação,,,Emenda de Bancada,Assistência social,Assistência comunitária,"100.000,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,4208005,Itá,ITAMBACURI - MG,S/I,Sem informação,,,Emenda de Relator,Saúde,Vigilância epidemiológica,"100.000,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,4208005,Itá,ITANHANDU - MG,S/I,Sem informação,,,Emenda de Relator,Saúde,Administração geral,"100.000,00","100.000,00","100.000,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,4208005,Itá,ITAOCARA - RJ,S/I,Sem informação,,,Emenda de Bancada,Assistência social,Assistência comunitária,"100.000,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,4208005,Itá,ITABAIANA - SE,201736910018,JOAO DANIEL,,,Emenda Individual - Transferências com Finalidade Definida,Cultura,Difusão cultural,"10,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,4208005,Itá,ITAINÓPOLIS - PI,S/I,Sem informação,,,Emenda de Bancada,Saúde,Administração geral,"10,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,4208005,Itá,ITAPORÃ - MS,S/I,Sem informação,,,Emenda de Bancada,Assistência social,Assistência comunitária,"10,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,4208005,Itá,CAPITÃO ENÉAS - MG,S/I,Sem informação,,,Emenda de Relator,Saúde,Administração geral,"10,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,4208005,Itá,AROEIRAS DO ITAIM - PI,S/I,Sem informação,,,Emenda de Relator,Saúde,Administração geral,"10,00","10,00","10,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,4208005,Itá,ITACAMBIRA - MG,S/I,Sem informação,,,Emenda de Relator,Saúde,Administração geral,"100.000,00","100.000,00","100.000,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,4208005,Itá,SERICITA - MG,S/I,Sem informação,,,Emenda de Relator,Saúde,Administração geral,"100.000,00","100.000,00","100.000,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,4208005,Itá,ITAGUARU - GO,S/I,Sem informação,,,Emenda de Relator,Saúde,Administração geral,"10,00","10,00","10,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,4208005,Itá,RUBELITA - MG,S/I,Sem informação,,,Emenda de Relator,Saúde,Administração geral,"10,00","10,00","10,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,4208005,Itá,SANTA RITA DE JACUTINGA - MG,S/I,Sem informação,,,Emenda de Relator,Saúde,Administração geral,"10,00","10,00","10,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,4208005,Itá,ITAGUARA - MG,S/I,Sem informação,,,Emenda de Relator,Saúde,Administração geral,"120.000,00","120.000,00","120.000,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,4208005,Itá,CANITAR - SP,S/I,Sem informação,,,Emenda de Relator,Saúde,Administração geral,"120.000,00","120.000,00","120.000,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,4208005,Itá,ITARARÉ - SP,S/I,Sem informação,,,Emenda de Relator,Agricultura,Promoção da produção agropecuária,"146.250,00","146.250,00","146.250,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,4208005,Itá,NOVA LUZITÂNIA - SP,201710480006,JOSE ANIBAL,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Atenção básica,"149.960,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,4208005,Itá,ITAPECURU MIRIM - MA,201736980005,JUNIOR MARRECA,,,Emenda Individual - Transferências com Finalidade Definida,Segurança pública,Policiamento,"15,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,4208005,Itá,ITAPIRA - SP,S/I,Sem informação,,,Emenda de Relator,Saúde,Administração geral,"15,00","15,00","15,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
