Ano,DC_Bruta,DC_Contratual,Emprestimos,Financiamentos,Precatorios,Deducoes,DCL,RCL,DC_pct_RCL,DCL_pct_RCL,Limite_valor,Limite_pct_RCL,Limite_Alerta_valor,Passivo_Atuarial,Fonte_URL
2025,18106482.18,18106482.18,2728221.62,0.00,0.00,52226423.13,-34119940.95,428843339.17,4.2300,-7.9700,513940007.00,119.8433,462546006.30,660098634.05,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rgf?an_exercicio=2025&in_periodicidade=Q&nr_periodo=3&co_tipo_demonstrativo=RGF&co_poder=E&id_ente=3164704&no_anexo=RGF-Anexo%2002
