ano,municipio_ibge,municipio_nome,localidade_do_gasto_raw,numero_emenda,autor,partido,uf_autor,tipo_emenda,funcao,subfuncao,valor_empenhado,valor_liquidado,valor_pago,fonte_api
2014,1507508,São João do Araguaia,SÃO JOÃO DO ARAGUAIA - PA,S/I,Sem informação,,,Emenda Individual - Transferências com Finalidade Definida,Educação,Transferências para a educação básica,"179.342,78","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2014,1507508,São João do Araguaia,SÃO JOÃO DO ARAGUAIA - PA,S/I,Sem informação,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Atenção básica,"399.825,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
