Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"61.039.710,11","60.888.527,39","60.692.363,17","151.182,72","196.164,22",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3534401
06.181 - Policiamento,"60.503.006,96","60.444.382,46","60.248.470,24","58.624,50","195.912,22",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3534401
06.182 - Defesa Civil,"536.703,15","444.144,93","443.892,93","92.558,22","252,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3534401
