Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"148.020.206,79","140.675.841,10","137.940.471,26","7.344.365,69","2.735.369,84",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2025&id_ente=3534401
06.122 - Administração Geral,"67.738,16","56.001,16","51.785,38","11.737,00","4.215,78",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2025&id_ente=3534401
06.181 - Policiamento,"113.561.859,29","109.722.799,62","109.722.597,81","3.839.059,67","201,81",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2025&id_ente=3534401
06.182 - Defesa Civil,"38.401,73","38.401,73","38.401,73","0,00","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2025&id_ente=3534401
06.183 - Informação e Inteligência,"33.418.540,76","30.412.514,75","27.681.562,50","3.006.026,01","2.730.952,25",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2025&id_ente=3534401
