Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"44.796.781,38","44.731.073,43","44.197.262,08","65.707,95","533.811,35",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2017&id_ente=3534401
06.181 - Policiamento,"64.523,00","42.478,25","42.478,25","22.044,75","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2017&id_ente=3534401
06.182 - Defesa Civil,"8.442,00","5.136,00","5.136,00","3.306,00","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2017&id_ente=3534401
06.183 - Informação e Inteligência,"110.540,50","103.863,30","103.863,30","6.677,20","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2017&id_ente=3534401
