Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"42.625.097,10","42.603.654,15","41.903.700,58","0,00","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2016&id_ente=3534401
06.181 - Policiamento,"52.000,00","52.000,00","52.000,00","0,00","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2016&id_ente=3534401
06.183 - Informação e Inteligência,"51.540,00","51.540,00","3.500,00","0,00","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2016&id_ente=3534401
06.999 - Demais Subfunções Segurança Pública,"42.521.557,10","42.500.114,15","41.848.200,58","0,00","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2016&id_ente=3534401
