Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"84.529.144,11","72.894.950,68","71.327.392,47","11.634.193,43","1.567.558,21",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2022&id_ente=3534401
06.122 - Administração Geral,"447.036,90","394.256,10","388.536,10","52.780,80","5.720,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2022&id_ente=3534401
06.181 - Policiamento,"60.823.239,50","58.750.522,96","58.621.120,41","2.072.716,54","129.402,55",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2022&id_ente=3534401
06.182 - Defesa Civil,"6.824,50","6.460,00","6.460,00","364,50","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2022&id_ente=3534401
06.183 - Informação e Inteligência,"23.131.627,57","13.634.035,98","12.201.600,32","9.497.591,59","1.432.435,66",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2022&id_ente=3534401
