fonte_categoria,fonte_nome,rotulo,url
transparencia,Conjunto de Dados,Receitas - 2010,https://transparencia.tce.sp.gov.br/sites/default/files/conjunto-dados/receitas-2010.zip
transparencia,Conjunto de Dados,Receitas - 2009,https://transparencia.tce.sp.gov.br/sites/default/files/conjunto-dados/receitas-2009.zip
transparencia,Conjunto de Dados,Receitas - 2008,https://transparencia.tce.sp.gov.br/sites/default/files/conjunto-dados/receitas-2008.zip
transparencia,Conjunto de Dados,RCL,https://transparencia.tce.sp.gov.br/sites/default/files/conjunto-dados/rcl_completo.zip
transparencia,Conjunto de Dados,Órgãos Municipais,https://transparencia.tce.sp.gov.br/sites/default/files/conjunto-dados/siapnet/5-siap-net-orgaos-municipais-2016.zip
transparencia,Conjunto de Dados,Autoridades Municipais,https://transparencia.tce.sp.gov.br/sites/default/files/conjunto-dados/siapnet/6-siap-net-orgaos-municipais-autoridades-2016.zip
transparencia,Conjunto de Dados,Dívida Ativa - 2019-2024,https://transparencia.tce.sp.gov.br/sites/default/files/conjunto-dados/divida-ativa/Divida_Ativa_2019_2024.csv
transparencia,Conjunto de Dados,Dívida Ativa - 2014-2018,https://transparencia.tce.sp.gov.br/sites/default/files/conjunto-dados/divida-ativa/Divida_Ativa_2014_2018.csv
transparencia,Conjunto de Dados,Ajustes - 2018,https://transparencia.tce.sp.gov.br/sites/default/files/conjunto-dados/licitacoes-contratos/ajustes-2018_0.zip
transparencia,Conjunto de Dados,Ajustes - 2019,https://transparencia.tce.sp.gov.br/sites/default/files/conjunto-dados/licitacoes-contratos/ajustes-2019_0.zip
transparencia,Conjunto de Dados,Ajustes - 2020,https://transparencia.tce.sp.gov.br/sites/default/files/conjunto-dados/licitacoes-contratos/ajustes-2020_0.zip
transparencia,Conjunto de Dados,Ajustes - 2021 - 1.o Semestre,https://transparencia.tce.sp.gov.br/sites/default/files/conjunto-dados/licitacoes-contratos/ajustes-2021_1o_Semestre.zip
transparencia,Conjunto de Dados,Ajustes - 2021 - 2.o Semestre,https://transparencia.tce.sp.gov.br/sites/default/files/conjunto-dados/licitacoes-contratos/ajustes-2021-2o-semestre_0.zip
transparencia,Conjunto de Dados,Ajustes - 2022 - 1.o Semestre,https://transparencia.tce.sp.gov.br/sites/default/files/conjunto-dados/licitacoes-contratos/ajustes-2022-1o-semestre_0.zip
transparencia,Conjunto de Dados,Ajustes - 2022 - 2.o Semestre,https://transparencia.tce.sp.gov.br/sites/default/files/conjunto-dados/licitacoes-contratos/ajustes-2022-2o-semestre_0.zip
transparencia,Conjunto de Dados,Ajustes - 2023 - 1.o Semestre,https://transparencia.tce.sp.gov.br/sites/default/files/conjunto-dados/licitacoes-contratos/ajustes-2023-1o-semestre_0.zip
transparencia,Conjunto de Dados,Ajustes - 2023 - 2.o Semestre,https://transparencia.tce.sp.gov.br/sites/default/files/conjunto-dados/licitacoes-contratos/ajustes-2023-2o-semestre.zip
transparencia,Conjunto de Dados,Ajustes - 2024 - 1.o Semestre,https://transparencia.tce.sp.gov.br/sites/default/files/conjunto-dados/licitacoes-contratos/ajustes-2024-1o-semestre.zip
transparencia,Conjunto de Dados,Ajustes - 2024 - 2.o Semestre,https://transparencia.tce.sp.gov.br/sites/default/files/conjunto-dados/licitacoes-contratos/ajustes-2024-2o-semestre_0.zip
transparencia,Conjunto de Dados,Ajustes - Layout,https://transparencia.tce.sp.gov.br/sites/default/files/conjunto-dados/licitacoes-contratos/layout-ajustes-licitacoes.pdf
transparencia,Conjunto de Dados,Cubo Audesp Fase IV,https://transparencia.tce.sp.gov.br/sites/default/files/conjunto-dados/licitacoes-contratos/cubo_audesp_fase_iv.pdf
transparencia,Conjunto de Dados,cubo_audesp_fase_iv.sql_.gz,https://transparencia.tce.sp.gov.br/sites/default/files/conjunto-dados/licitacoes-contratos/cubo_audesp_fase_iv.sql_.gz
transparencia,Conjunto de Dados,Licitações 2018,https://transparencia.tce.sp.gov.br/sites/default/files/conjunto-dados/licitacoes-contratos/licitacao-2018_0.zip
transparencia,Conjunto de Dados,Licitações 2019-01,https://transparencia.tce.sp.gov.br/sites/default/files/conjunto-dados/licitacoes-contratos/licitacao-2019-01_0.zip
transparencia,Conjunto de Dados,Licitações 2019-02,https://transparencia.tce.sp.gov.br/sites/default/files/conjunto-dados/licitacoes-contratos/licitacao-2019-02_0.zip
transparencia,Conjunto de Dados,Licitações 2019-03,https://transparencia.tce.sp.gov.br/sites/default/files/conjunto-dados/licitacoes-contratos/licitacao-2019-03_0.zip
transparencia,Conjunto de Dados,Licitações 2019-04,https://transparencia.tce.sp.gov.br/sites/default/files/conjunto-dados/licitacoes-contratos/licitacao-2019-04_0.zip
transparencia,Conjunto de Dados,Licitações 2019-05,https://transparencia.tce.sp.gov.br/sites/default/files/conjunto-dados/licitacoes-contratos/licitacao-2019-05_0.zip
