Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"76.170.881,84","75.468.159,73","73.139.573,55","702.722,11","2.328.586,18",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2025&id_ente=3547809
06.122 - Administração Geral,"7.731.311,52","7.533.509,59","6.906.727,87","197.801,93","626.781,72",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2025&id_ente=3547809
06.182 - Defesa Civil,"1.561.445,72","1.438.883,89","1.388.758,58","122.561,83","50.125,31",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2025&id_ente=3547809
