Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"47.173.728,10","46.067.345,00","44.589.756,54","0,00","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2015&id_ente=3547809
06.182 - Defesa Civil,"914.278,46","713.943,56","606.413,14","0,00","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2015&id_ente=3547809
06.999 - Demais Subfunções Segurança Pública,"46.259.449,64","45.353.401,44","43.983.343,40","0,00","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2015&id_ente=3547809
