Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"65.691.764,98","65.354.815,56","62.088.886,62","336.949,42","3.265.928,94",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3547809
06.122 - Administração Geral,"7.954.301,61","7.856.019,58","4.897.972,75","98.282,03","2.958.046,83",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3547809
06.182 - Defesa Civil,"2.089.026,63","1.969.509,22","1.929.418,75","119.517,41","40.090,47",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3547809
