Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"60.116.334,71","58.973.691,57","58.273.669,90","1.142.643,14","700.021,67",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2019&id_ente=3547809
06.122 - Administração Geral,"4.996.429,50","4.929.031,60","4.691.691,73","67.397,90","237.339,87",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2019&id_ente=3547809
06.182 - Defesa Civil,"2.413.508,00","2.307.887,07","2.197.255,13","105.620,93","110.631,94",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2019&id_ente=3547809
