Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"60.468.749,35","59.824.973,57","59.374.408,58","643.775,78","450.564,99",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2022&id_ente=3547809
06.122 - Administração Geral,"5.124.083,63","4.995.418,50","4.829.829,26","128.665,13","165.589,24",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2022&id_ente=3547809
06.182 - Defesa Civil,"1.347.875,26","1.176.422,90","1.147.763,15","171.452,36","28.659,75",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2022&id_ente=3547809
