Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"69.568.479,03","68.287.791,76","66.993.009,64","1.280.687,27","1.294.782,12",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2023&id_ente=3547809
06.122 - Administração Geral,"6.823.168,26","6.273.126,93","5.779.453,52","550.041,33","493.673,41",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2023&id_ente=3547809
06.182 - Defesa Civil,"1.402.198,43","1.220.595,62","1.172.655,53","181.602,81","47.940,09",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2023&id_ente=3547809
