Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"56.512.802,13","56.096.237,28","55.357.614,40","416.564,85","738.622,88",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2021&id_ente=3547809
06.122 - Administração Geral,"4.819.138,61","4.735.268,84","4.526.345,98","83.869,77","208.922,86",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2021&id_ente=3547809
06.182 - Defesa Civil,"1.365.655,82","1.238.740,11","1.213.039,61","126.915,71","25.700,50",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2021&id_ente=3547809
