Ano,Receitas_Correntes,IPTU,ISS,ITBI,IRRF,Outras_Tributarias,Transferencias_Total,FPM,ICMS,IPVA,FUNDEB,Outras_Transferencias,Receita_Servicos,Receita_Patrimonial,Receita_Contribuicoes,Outras_Correntes,Outros,Fonte_URL
2023,42084595.22,241221.92,200587.77,309190.84,789118.04,325176.35,30412796.97,14926499.02,7016297.41,485108.17,3033992.04,4837593.92,184455.96,6258769.35,3248206.32,82576.95,32494.75,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo?an_exercicio=2023&nr_periodo=6&co_tipo_demonstrativo=RREO&id_ente=4307815&no_anexo=RREO-Anexo%2003
