Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"47.366.188,51","46.572.022,31","45.161.083,02","794.166,20","1.410.939,29",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2023&id_ente=3529401
06.122 - Administração Geral,"40.829.338,41","40.442.899,08","39.438.437,66","386.439,33","1.004.461,42",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2023&id_ente=3529401
06.181 - Policiamento,"6.249.262,76","5.841.535,89","5.435.058,02","407.726,87","406.477,87",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2023&id_ente=3529401
