Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"3.122.367,23","3.122.367,23","1.562.773,99","0,00","1.559.593,24",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2019&id_ente=3529401
06.181 - Policiamento,"463.739,73","463.739,73","384.994,15","0,00","78.745,58",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2019&id_ente=3529401
06.182 - Defesa Civil,"833.288,15","833.288,15","822.397,84","0,00","10.890,31",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2019&id_ente=3529401
06.183 - Informação e Inteligência,"1.825.339,35","1.825.339,35","355.382,00","0,00","1.469.957,35",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2019&id_ente=3529401
