Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"40.655.806,79","37.086.863,73","35.760.923,49","3.568.943,06","1.325.940,24",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2022&id_ente=3529401
06.122 - Administração Geral,"33.846.582,79","31.676.936,31","30.924.428,63","2.169.646,48","752.507,68",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2022&id_ente=3529401
06.181 - Policiamento,"6.594.844,80","5.377.227,42","4.803.794,86","1.217.617,38","573.432,56",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2022&id_ente=3529401
