Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"6.084.491,54","5.709.361,80","4.939.533,68","375.129,74","769.828,12",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3529401
06.181 - Policiamento,"3.855.248,47","3.529.233,73","3.356.721,95","326.014,74","172.511,78",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3529401
06.182 - Defesa Civil,"1.133.256,42","1.133.256,42","1.087.730,08","0,00","45.526,34",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3529401
06.183 - Informação e Inteligência,"1.095.986,65","1.046.871,65","495.081,65","49.115,00","551.790,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3529401
