Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"16.773.549,23","16.181.937,96","15.663.724,92","0,00","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2015&id_ente=3529401
06.181 - Policiamento,"1.021.193,14","864.743,14","664.190,80","0,00","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2015&id_ente=3529401
06.182 - Defesa Civil,"672.858,18","575.383,31","515.033,31","0,00","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2015&id_ente=3529401
06.999 - Demais Subfunções Segurança Pública,"15.079.497,91","14.741.811,51","14.484.500,81","0,00","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2015&id_ente=3529401
