ano,municipio_codigo_sefaz_sp,municipio_nome,periodo_tipo,mes,mes_numero,icms,ipva,fund_exp_ipi,compensacoes,total,fonte_url,data_coleta_utc
2021,5137,Paulinia,mensal,Janeiro,1,78601722.75,12654561.79,705160.86,192128.60,92153573.99,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-06-01T11:26:17.335137+00:00
2021,5137,Paulinia,mensal,Fevereiro,2,51728569.45,4937443.34,586873.68,223942.42,57476828.89,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-06-01T11:26:17.335137+00:00
2021,5137,Paulinia,mensal,Março,3,119573110.21,3966897.99,620288.16,293994.64,124454291.01,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-06-01T11:26:17.335137+00:00
2021,5137,Paulinia,mensal,Abril,4,67869814.28,1296468.76,702910.68,260974.44,70130168.15,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-06-01T11:26:17.335137+00:00
2021,5137,Paulinia,mensal,Maio,5,77490453.54,1245570.18,609976.81,329739.80,79675740.33,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-06-01T11:26:17.335137+00:00
2021,5137,Paulinia,mensal,Junho,6,88418385.69,1747295.00,636323.84,325137.53,91127142.06,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-06-01T11:26:17.335137+00:00
2021,5137,Paulinia,mensal,Julho,7,85239659.52,1066722.70,689109.42,347828.49,87343320.13,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-06-01T11:26:17.335137+00:00
2021,5137,Paulinia,mensal,Agosto,8,103391875.71,1317432.31,549882.33,337325.83,105596516.18,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-06-01T11:26:17.335137+00:00
2021,5137,Paulinia,mensal,Setembro,9,80446188.74,1255991.24,694905.75,358844.19,82755929.91,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-06-01T11:26:17.335137+00:00
2021,5137,Paulinia,mensal,Outubro,10,91364854.71,924095.22,729107.76,351619.19,93369676.88,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-06-01T11:26:17.335137+00:00
2021,5137,Paulinia,mensal,Novembro,11,112442239.35,833046.13,688383.57,337264.61,114300933.66,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-06-01T11:26:17.335137+00:00
2021,5137,Paulinia,mensal,Dezembro,12,91989145.72,1114758.01,633763.18,424796.22,94162463.13,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-06-01T11:26:17.335137+00:00
2021,5137,Paulinia,total_anual,Total,99,1048556019.67,32360282.67,7846686.03,3783595.96,1092546584.34,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-06-01T11:26:17.335137+00:00
