ano,municipio_codigo_sefaz_sp,municipio_nome,periodo_tipo,mes,mes_numero,icms,ipva,fund_exp_ipi,compensacoes,total,fonte_url,data_coleta_utc
2022,5137,Paulinia,mensal,Janeiro,1,90839476.98,13501309.78,807901.81,318516.56,105467205.14,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-06-01T11:26:19.441808+00:00
2022,5137,Paulinia,mensal,Fevereiro,2,60981638.16,4343434.66,569050.01,318892.46,66213015.30,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-06-01T11:26:19.441808+00:00
2022,5137,Paulinia,mensal,Março,3,119574576.54,4359059.39,687591.16,423672.20,125044899.28,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-06-01T11:26:19.441808+00:00
2022,5137,Paulinia,mensal,Abril,4,88233602.02,3275095.92,625186.17,385381.31,92519265.42,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-06-01T11:26:19.441808+00:00
2022,5137,Paulinia,mensal,Maio,5,109583478.77,3702978.31,430074.93,526702.99,114243235.00,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-06-01T11:26:19.441808+00:00
2022,5137,Paulinia,mensal,Junho,6,80779866.39,2438817.13,493234.72,419634.30,84131552.54,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-06-01T11:26:19.441808+00:00
2022,5137,Paulinia,mensal,Julho,7,93536753.90,1888460.58,540145.59,477363.74,96442723.80,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-06-01T11:26:19.441808+00:00
2022,5137,Paulinia,mensal,Agosto,8,110734749.76,1939114.77,376543.46,487899.88,113538307.88,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-06-01T11:26:19.441808+00:00
2022,5137,Paulinia,mensal,Setembro,9,82658501.20,1539474.29,569518.74,484860.69,85252354.92,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-06-01T11:26:19.441808+00:00
2022,5137,Paulinia,mensal,Outubro,10,88131985.27,1371055.41,611056.98,443060.71,90557158.37,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-06-01T11:26:19.441808+00:00
2022,5137,Paulinia,mensal,Novembro,11,93114379.38,1285340.26,424961.70,410560.19,95235241.52,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-06-01T11:26:19.441808+00:00
2022,5137,Paulinia,mensal,Dezembro,12,91816124.15,1434364.11,548958.97,391629.13,94191076.36,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-06-01T11:26:19.441808+00:00
2022,5137,Paulinia,total_anual,Total,99,1109985132.53,41078504.61,6684224.23,5088174.15,1162836035.53,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-06-01T11:26:19.441808+00:00
