Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"5.870.692,17","4.888.931,24","4.879.146,53","981.760,93","9.784,71",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3548500
06.181 - Policiamento,"5.697.920,81","4.832.321,02","4.822.536,31","865.599,79","9.784,71",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3548500
06.182 - Defesa Civil,"172.771,36","56.610,22","56.610,22","116.161,14","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3548500
