Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"3.753.668,07","2.738.638,50","2.451.804,03","1.015.029,57","286.834,47",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2018&id_ente=3548500
06.182 - Defesa Civil,"3.718.470,43","2.703.440,86","2.436.287,03","1.015.029,57","267.153,83",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2018&id_ente=3548500
06.183 - Informação e Inteligência,"35.197,64","35.197,64","15.517,00","0,00","19.680,64",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2018&id_ente=3548500
