Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"7.278.926,17","5.787.650,26","5.571.893,74","1.491.275,91","215.756,52",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2022&id_ente=3548500
06.181 - Policiamento,"7.127.437,86","5.706.113,07","5.495.158,05","1.421.324,79","210.955,02",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2022&id_ente=3548500
06.182 - Defesa Civil,"151.488,31","81.537,19","76.735,69","69.951,12","4.801,50",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2022&id_ente=3548500
