Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"9.019.801,13","5.977.479,22","5.875.957,62","3.042.321,91","101.521,60",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2023&id_ente=3548500
06.181 - Policiamento,"8.975.974,24","5.945.415,32","5.843.893,72","3.030.558,92","101.521,60",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2023&id_ente=3548500
06.182 - Defesa Civil,"43.826,89","32.063,90","32.063,90","11.762,99","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2023&id_ente=3548500
