ano,mes,orgao,ds_alinea,ds_subalinea,ds_fonte_recurso,ds_cd_aplicacao_fixo,vl_arrecadacao
2022,06,PREFEITURA MUNICIPAL DE SOROCABA,24149900 - Outras Transferências de Convênios da União e de Suas Entidades,24149901 - Outras Transferências de Convênios da União e de Suas Entidades - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,800 - TRANSFERÊNCIAS DA UNIÃO DECORRENTES DE EMENDAS PARLAMENTARES INDIVIDUAIS - Convênios/Entidades/Fundo,"318.095,00"
2022,06,PREFEITURA MUNICIPAL DE SOROCABA,17165000 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS,17165001 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,"6.618,17"
2022,06,PREFEITURA MUNICIPAL DE SOROCABA,17115200 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural,17115201 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural - Principal,01 - TESOURO,110 - GERAL,"421,36"
2022,06,PREFEITURA MUNICIPAL DE SOROCABA,17165000 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS,17165001 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,"-12.920,92"
2022,06,PREFEITURA MUNICIPAL DE SOROCABA,17199900 - Outras Transferências de Recursos da União e de suas Entidades,17199901 - Outras Transferências de Recursos da União e de suas Entidades - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,800 - TRANSFERÊNCIAS DA UNIÃO DECORRENTES DE EMENDAS PARLAMENTARES INDIVIDUAIS - Convênios/Entidades/Fundo,"769.102,85"
2022,06,PREFEITURA MUNICIPAL DE SOROCABA,17135000 - Transferências de Recursos do Sistema Único de Saúde - SUS - Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde,17135011 - Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde - Atenção Primária - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,800 - TRANSFERÊNCIAS DA UNIÃO DECORRENTES DE EMENDAS PARLAMENTARES INDIVIDUAIS - Convênios/Entidades/Fundo,"100.000,00"
2022,06,PREFEITURA MUNICIPAL DE SOROCABA,24135000 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS,24135001 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,800 - TRANSFERÊNCIAS DA UNIÃO DECORRENTES DE EMENDAS PARLAMENTARES INDIVIDUAIS - Convênios/Entidades/Fundo,"28.699,00"
2022,06,PREFEITURA MUNICIPAL DE SOROCABA,17125200 - Cota-parte da Compensação Financeira pela Produção de Petróleo,17125211 - Cota-parte da Compensação Financeira pela Produção de Petróleo - Lei nº 7.990/89 - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,100 - GERAL TOTAL,"211.683,78"
2022,06,PREFEITURA MUNICIPAL DE SOROCABA,17165000 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS,17165001 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,800 - TRANSFERÊNCIAS DA UNIÃO DECORRENTES DE EMENDAS PARLAMENTARES INDIVIDUAIS - Convênios/Entidades/Fundo,"50.000,00"
2022,06,PREFEITURA MUNICIPAL DE SOROCABA,17115100 - Cota-Parte do Fundo de Participação dos Municípios - FPM,17115111 - Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal,01 - TESOURO,110 - GERAL,"5.547.315,51"
2022,06,PREFEITURA MUNICIPAL DE SOROCABA,17165000 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS,17165001 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,"27.266,92"
2022,06,PREFEITURA MUNICIPAL DE SOROCABA,17145200 - Transferências referentes ao Programa Nacional de Alimentação Escolar - PNAE,17145201 - Transferências referentes ao Programa Nacional de Alimentação Escolar - PNAE - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,284 - RECURSOS DO PROGRAMA NACIONAL DE ALIMENTAÇÃO ESCOLAR - PNAE - PRÉ-ESCOLA,"149.632,64"
2022,06,PREFEITURA MUNICIPAL DE SOROCABA,17135000 - Transferências de Recursos do Sistema Único de Saúde - SUS - Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde,17135011 - Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde - Atenção Primária - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,350 - BLOCO DE CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE,"4.515.379,32"
2022,06,PREFEITURA MUNICIPAL DE SOROCABA,17165000 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS,17165001 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,800 - TRANSFERÊNCIAS DA UNIÃO DECORRENTES DE EMENDAS PARLAMENTARES INDIVIDUAIS - Convênios/Entidades/Fundo,"150.000,00"
2022,06,PREFEITURA MUNICIPAL DE SOROCABA,17115200 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural,17115201 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural - Principal,01 - TESOURO,200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS,"175,57"
2022,06,PREFEITURA MUNICIPAL DE SOROCABA,17165000 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS,17165001 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,"11.324,42"
2022,06,PREFEITURA MUNICIPAL DE SOROCABA,17165000 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS,17165001 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,"-4.181,53"
2022,06,PREFEITURA MUNICIPAL DE SOROCABA,17145000 - Transferências do Salário-Educação,17145001 - Transferências do Salário-Educação - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,280 - RECURSOS DO SALÁRIO EDUCAÇÃO - CRECHE,"2.176.020,14"
2022,06,PREFEITURA MUNICIPAL DE SOROCABA,17165000 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS,17165001 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,800 - TRANSFERÊNCIAS DA UNIÃO DECORRENTES DE EMENDAS PARLAMENTARES INDIVIDUAIS - Convênios/Entidades/Fundo,"50.000,00"
2022,06,PREFEITURA MUNICIPAL DE SOROCABA,24135000 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS,24135001 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,800 - TRANSFERÊNCIAS DA UNIÃO DECORRENTES DE EMENDAS PARLAMENTARES INDIVIDUAIS - Convênios/Entidades/Fundo,"100.000,00"
2022,06,PREFEITURA MUNICIPAL DE SOROCABA,17129900 - Outras Transferências decorrentes de Compensação Financeira pela Exploração de Recursos Naturais,17129901 - Outras Transferências decorrentes de Compensação Financeira pela Exploração de Recursos Naturais - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,100 - GERAL TOTAL,"-3.389.496,64"
2022,06,PREFEITURA MUNICIPAL DE SOROCABA,17115100 - Cota-Parte do Fundo de Participação dos Municípios - FPM,17115111 - Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal,01 - TESOURO,200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS,"2.311.381,45"
2022,06,PREFEITURA MUNICIPAL DE SOROCABA,17165000 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS,17165001 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,"3.676,76"
2022,06,PREFEITURA MUNICIPAL DE SOROCABA,17145200 - Transferências referentes ao Programa Nacional de Alimentação Escolar - PNAE,17145201 - Transferências referentes ao Programa Nacional de Alimentação Escolar - PNAE - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,285 - RECURSOS DO PROGRAMA NACIONAL DE ALIMENTAÇÃO ESCOLAR - PNAE - ENSINO FUNDAMENTAL,"156.138,40"
2022,07,PREFEITURA MUNICIPAL DE SOROCABA,17145000 - Transferências do Salário-Educação,17145001 - Transferências do Salário-Educação - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,281 - RECURSOS DO SALÁRIO EDUCAÇÃO - PRÉ-ESCOLA,"994.516,00"
2022,07,PREFEITURA MUNICIPAL DE SOROCABA,17135000 - Transferências de Recursos do Sistema Único de Saúde - SUS - Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde,17135041 - Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde - Assistência Farmacêutica - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,312 - RECURSOS PARA COMBATE AO CORONAVIRUS - Convênios/Entidades/Fundos,"53.305,04"
2022,07,PREFEITURA MUNICIPAL DE SOROCABA,17599900 - Demais Transferências de Outras Instituições Públicas,17599901 - Demais Transferências de Outras Instituições Públicas - Principal,06 - OUTRAS FONTES DE RECURSOS,302 - ATENÇÃO DE MÉDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,"586.513,79"
2022,07,PREFEITURA MUNICIPAL DE SOROCABA,24145100 - Transferências de Convênios da União destinadas a Programas de Educação,24145101 - Transferências de Convênios da União destinadas a Programas de Educação - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,294 - OUTRAS TRANSFERÊNCIAS DE RECURSOS DO FNDE - CRECHE,"550.042,51"
2022,07,PREFEITURA MUNICIPAL DE SOROCABA,17165000 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS,17165001 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,"15.175,01"
2022,07,PREFEITURA MUNICIPAL DE SOROCABA,17115100 - Cota-Parte do Fundo de Participação dos Municípios - FPM,17115111 - Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal,01 - TESOURO,310 - SAÚDE - GERAL,"1.189.384,06"
2022,07,PREFEITURA MUNICIPAL DE SOROCABA,17145300 - Transferências referentes ao Programa Nacional de Apoio ao Transporte do Escolar - PNATE,17145301 - Transferências referentes ao Programa Nacional de Apoio ao Transporte do Escolar - PNATE - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,288 - RECURSOS DO PROGRAMA NACIONAL DE APOIO AO TRANSPORTE ESCOLAR - PNATE,"11.997,18"
2022,07,PREFEITURA MUNICIPAL DE SOROCABA,17135000 - Transferências de Recursos do Sistema Único de Saúde - SUS - Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde,17135031 - Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde - Vigilância em Saúde - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,350 - BLOCO DE CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE,"145.604,88"
2022,07,PREFEITURA MUNICIPAL DE SOROCABA,17125100 - Cota-parte da Compensação Financeira pela Exploração de Recursos Minerais - CFEM,17125101 - Cota-parte da Compensação Financeira pela Exploração de Recursos Minerais - CFEM - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,100 - GERAL TOTAL,"42.065,66"
2022,07,PREFEITURA MUNICIPAL DE SOROCABA,17115100 - Cota-Parte do Fundo de Participação dos Municípios - FPM,17115131 - Cota-Parte do Fundo de Participação dos Municípios - 1% Cota entregue no mês de julho - Principal,01 - TESOURO,110 - GERAL,"3.386.001,90"
2022,07,PREFEITURA MUNICIPAL DE SOROCABA,17165000 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS,17165001 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,"8.430,56"
2022,07,PREFEITURA MUNICIPAL DE SOROCABA,17145000 - Transferências do Salário-Educação,17145001 - Transferências do Salário-Educação - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,282 - RECURSOS DO SALÁRIO EDUCAÇÃO - ENSINO FUNDAMENTAL,"1.037.755,83"
2022,07,PREFEITURA MUNICIPAL DE SOROCABA,17135000 - Transferências de Recursos do Sistema Único de Saúde - SUS - Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde,17135011 - Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde - Atenção Primária - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,313 - TRANSF DO GOV. FEDERAL DESTINADAS A VENCTO DE AGENTES COMUNITÁRIOS DE SAÚDE E DE COMBATE A ENDEMIAS,"623.376,00"
2022,07,PREFEITURA MUNICIPAL DE SOROCABA,24149900 - Outras Transferências de Convênios da União e de Suas Entidades,24149901 - Outras Transferências de Convênios da União e de Suas Entidades - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,800 - TRANSFERÊNCIAS DA UNIÃO DECORRENTES DE EMENDAS PARLAMENTARES INDIVIDUAIS - Convênios/Entidades/Fundo,"420.000,00"
2022,07,PREFEITURA MUNICIPAL DE SOROCABA,17165000 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS,17165001 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,"25.966,13"
2022,07,PREFEITURA MUNICIPAL DE SOROCABA,17115200 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural,17115201 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural - Principal,01 - TESOURO,110 - GERAL,"47.869,97"
2022,07,PREFEITURA MUNICIPAL DE SOROCABA,17165000 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS,17165001 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,"236.258,10"
2022,07,PREFEITURA MUNICIPAL DE SOROCABA,17135000 - Transferências de Recursos do Sistema Único de Saúde - SUS - Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde,17135041 - Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde - Assistência Farmacêutica - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,350 - BLOCO DE CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE,"334.027,52"
2022,07,PREFEITURA MUNICIPAL DE SOROCABA,17125200 - Cota-parte da Compensação Financeira pela Produção de Petróleo,17125211 - Cota-parte da Compensação Financeira pela Produção de Petróleo - Lei nº 7.990/89 - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,100 - GERAL TOTAL,"238.634,28"
2022,07,PREFEITURA MUNICIPAL DE SOROCABA,17115100 - Cota-Parte do Fundo de Participação dos Municípios - FPM,17115111 - Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal,01 - TESOURO,200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS,"1.982.306,71"
2022,07,PREFEITURA MUNICIPAL DE SOROCABA,17165000 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS,17165001 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,"7.587,51"
2022,07,PREFEITURA MUNICIPAL DE SOROCABA,17145200 - Transferências referentes ao Programa Nacional de Alimentação Escolar - PNAE,17145201 - Transferências referentes ao Programa Nacional de Alimentação Escolar - PNAE - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,283 - RECURSOS DO PROGRAMA NACIONAL DE ALIMENTAÇÃO ESCOLAR - PNAE - CRECHE,"351.617,80"
2022,07,PREFEITURA MUNICIPAL DE SOROCABA,17135000 - Transferências de Recursos do Sistema Único de Saúde - SUS - Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde,17135031 - Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde - Vigilância em Saúde - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,313 - TRANSF DO GOV. FEDERAL DESTINADAS A VENCTO DE AGENTES COMUNITÁRIOS DE SAÚDE E DE COMBATE A ENDEMIAS,"455.622,00"
2022,07,PREFEITURA MUNICIPAL DE SOROCABA,24149900 - Outras Transferências de Convênios da União e de Suas Entidades,24149901 - Outras Transferências de Convênios da União e de Suas Entidades - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,800 - TRANSFERÊNCIAS DA UNIÃO DECORRENTES DE EMENDAS PARLAMENTARES INDIVIDUAIS - Convênios/Entidades/Fundo,"440.317,50"
2022,07,PREFEITURA MUNICIPAL DE SOROCABA,17115200 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural,17115201 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural - Principal,01 - TESOURO,200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS,"19.945,81"
2022,07,PREFEITURA MUNICIPAL DE SOROCABA,17165000 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS,17165001 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,"8.430,56"
2022,07,PREFEITURA MUNICIPAL DE SOROCABA,17165000 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS,17165001 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,"27.020,88"
2022,07,PREFEITURA MUNICIPAL DE SOROCABA,17135000 - Transferências de Recursos do Sistema Único de Saúde - SUS - Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde,17135051 - Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde - Gestão do SUS - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,350 - BLOCO DE CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE,"20.720,98"
2022,07,PREFEITURA MUNICIPAL DE SOROCABA,17135000 - Transferências de Recursos do Sistema Único de Saúde - SUS - Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde,17135011 - Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde - Atenção Primária - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,301 - ATENÇÃO BÁSICA,"13.000.000,00"
2022,07,PREFEITURA MUNICIPAL DE SOROCABA,17115100 - Cota-Parte do Fundo de Participação dos Municípios - FPM,17115111 - Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal,01 - TESOURO,200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS,"-1.585.845,32"
2022,07,PREFEITURA MUNICIPAL DE SOROCABA,17165000 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS,17165001 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,"26.050,44"
2022,07,PREFEITURA MUNICIPAL DE SOROCABA,17145200 - Transferências referentes ao Programa Nacional de Alimentação Escolar - PNAE,17145201 - Transferências referentes ao Programa Nacional de Alimentação Escolar - PNAE - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,284 - RECURSOS DO PROGRAMA NACIONAL DE ALIMENTAÇÃO ESCOLAR - PNAE - PRÉ-ESCOLA,"152.588,85"
2022,07,PREFEITURA MUNICIPAL DE SOROCABA,17135000 - Transferências de Recursos do Sistema Único de Saúde - SUS - Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde,17135011 - Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde - Atenção Primária - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,350 - BLOCO DE CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE,"1.266.474,95"
2022,07,PREFEITURA MUNICIPAL DE SOROCABA,24149900 - Outras Transferências de Convênios da União e de Suas Entidades,24149901 - Outras Transferências de Convênios da União e de Suas Entidades - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,800 - TRANSFERÊNCIAS DA UNIÃO DECORRENTES DE EMENDAS PARLAMENTARES INDIVIDUAIS - Convênios/Entidades/Fundo,"1.000.000,00"
2022,07,PREFEITURA MUNICIPAL DE SOROCABA,17115200 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural,17115201 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural - Principal,01 - TESOURO,200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS,"-15.956,65"
2022,07,PREFEITURA MUNICIPAL DE SOROCABA,17165000 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS,17165001 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,800 - TRANSFERÊNCIAS DA UNIÃO DECORRENTES DE EMENDAS PARLAMENTARES INDIVIDUAIS - Convênios/Entidades/Fundo,"452.089,00"
2022,07,PREFEITURA MUNICIPAL DE SOROCABA,17165000 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS,17165001 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,"77.953,47"
2022,07,PREFEITURA MUNICIPAL DE SOROCABA,17145000 - Transferências do Salário-Educação,17145001 - Transferências do Salário-Educação - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,280 - RECURSOS DO SALÁRIO EDUCAÇÃO - CRECHE,"2.291.710,78"
2022,07,PREFEITURA MUNICIPAL DE SOROCABA,24145100 - Transferências de Convênios da União destinadas a Programas de Educação,24145101 - Transferências de Convênios da União destinadas a Programas de Educação - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,294 - OUTRAS TRANSFERÊNCIAS DE RECURSOS DO FNDE - CRECHE,"-226,38"
2022,07,PREFEITURA MUNICIPAL DE SOROCABA,17135000 - Transferências de Recursos do Sistema Único de Saúde - SUS - Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde,17135021 - Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde - Atenção Especializada - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,302 - ATENÇÃO DE MÉDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,"500.000,00"
2022,07,PREFEITURA MUNICIPAL DE SOROCABA,17515000 - Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB,17515001 - Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB - Principal,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,260 - EDUCAÇÃO - FUNDEB - RECURSOS PRÓPRIOS,"29.032.682,41"
2022,07,PREFEITURA MUNICIPAL DE SOROCABA,17115100 - Cota-Parte do Fundo de Participação dos Municípios - FPM,17115131 - Cota-Parte do Fundo de Participação dos Municípios - 1% Cota entregue no mês de julho - Principal,01 - TESOURO,200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS,"1.128.667,30"
2022,07,PREFEITURA MUNICIPAL DE SOROCABA,17165000 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS,17165001 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,"10.959,73"
2022,07,PREFEITURA MUNICIPAL DE SOROCABA,17145200 - Transferências referentes ao Programa Nacional de Alimentação Escolar - PNAE,17145201 - Transferências referentes ao Programa Nacional de Alimentação Escolar - PNAE - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,285 - RECURSOS DO PROGRAMA NACIONAL DE ALIMENTAÇÃO ESCOLAR - PNAE - ENSINO FUNDAMENTAL,"159.223,15"
2022,07,PREFEITURA MUNICIPAL DE SOROCABA,17135000 - Transferências de Recursos do Sistema Único de Saúde - SUS - Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde,17135021 - Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde - Atenção Especializada - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,350 - BLOCO DE CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE,"10.980.152,88"
