ano,municipio_ibge,municipio_nome,localidade_do_gasto_raw,numero_emenda,autor,partido,uf_autor,tipo_emenda,funcao,subfuncao,valor_empenhado,valor_liquidado,valor_pago,fonte_api
2017,2403509,Espírito Santo,ESPÍRITO SANTO (UF),201732640006,GIVALDO VIEIRA,,,Emenda Individual - Transferências com Finalidade Definida,Organização agrária,Reforma agrária,"36.521,18","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,2403509,Espírito Santo,ESPÍRITO SANTO (UF),201727720015,DR. JORGE SILVA,,,Emenda Individual - Transferências com Finalidade Definida,Cultura,Difusão cultural,"15,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,2403509,Espírito Santo,ESPÍRITO SANTO (UF),201732640017,GIVALDO VIEIRA,,,Emenda Individual - Transferências com Finalidade Definida,Cultura,Difusão cultural,"183.690,67","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,2403509,Espírito Santo,ESPÍRITO SANTO (UF),201733120010,HELDER SALOMAO,,,Emenda Individual - Transferências com Finalidade Definida,Educação,Assistência hospitalar e ambulatorial,"187.785,50","12.528,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,2403509,Espírito Santo,ESPÍRITO SANTO DO PINHAL - SP,S/I,Sem informação,,,Emenda de Relator,Saúde,Administração geral,"20,00","20,00","20,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,2403509,Espírito Santo,ESPÍRITO SANTO (UF),201714130011,CARLOS MANATO,,,Emenda Individual - Transferências com Finalidade Definida,Educação,Ensino superior,"249.359,66","135.011,31","1.929,34",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,2403509,Espírito Santo,ESPÍRITO SANTO (UF),201733120006,HELDER SALOMAO,,,Emenda Individual - Transferências com Finalidade Definida,Educação,Ensino profissional,"340.335,99","91.492,58","76.528,46",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,2403509,Espírito Santo,ESPÍRITO SANTO (UF),201734460011,MARCUS VICENTE,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Assistência hospitalar e ambulatorial,"399.840,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,2403509,Espírito Santo,ESPÍRITO SANTO (UF),201727720004,DR. JORGE SILVA,,,Emenda Individual - Transferências com Finalidade Definida,Educação,Ensino superior,"499.904,94","397.206,51","126.040,91",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,2403509,Espírito Santo,ESPÍRITO SANTO (UF),201737620002,SERGIO VIDIGAL,,,Emenda Individual - Transferências com Finalidade Definida,Educação,Educação básica,"50,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
