exercicio,demonstrativo,periodo,periodicidade,instituicao,cod_ibge,uf,populacao,anexo,esfera,rotulo,coluna,cod_conta,conta,valor,ano
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 03,M,Padrão,<MR-11>,ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB,RECEITAS CORRENTES (I),275847657.51,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 03,M,Padrão,<MR-10>,ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB,RECEITAS CORRENTES (I),243057353.41,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 03,M,Padrão,<MR-9>,ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB,RECEITAS CORRENTES (I),326602173.58,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 03,M,Padrão,<MR-8>,ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB,RECEITAS CORRENTES (I),201877720.55,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 03,M,Padrão,<MR-7>,ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB,RECEITAS CORRENTES (I),189886631.59,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 03,M,Padrão,<MR-6>,ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB,RECEITAS CORRENTES (I),227179089.93,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 03,M,Padrão,<MR-5>,ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB,RECEITAS CORRENTES (I),235265456.22,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 03,M,Padrão,<MR-4>,ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB,RECEITAS CORRENTES (I),283887210.52,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 03,M,Padrão,<MR-3>,ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB,RECEITAS CORRENTES (I),246727810.17,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 03,M,Padrão,<MR-2>,ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB,RECEITAS CORRENTES (I),241119326.55,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 03,M,Padrão,<MR-1>,ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB,RECEITAS CORRENTES (I),222040679.94,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 03,M,Padrão,<MR>,ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB,RECEITAS CORRENTES (I),338867271.66,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 03,M,Padrão,TOTAL (ÚLTIMOS 12 MESES),ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB,RECEITAS CORRENTES (I),3032358381.63,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 03,M,Padrão,PREVISÃO ATUALIZADA 2020,ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB,RECEITAS CORRENTES (I),3050816536.8,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 03,M,Padrão,<MR-11>,ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB,"Impostos, Taxas e Contribuições de Melhoria",65270629.78,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 03,M,Padrão,<MR-10>,ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB,"Impostos, Taxas e Contribuições de Melhoria",65484423.66,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 03,M,Padrão,<MR-9>,ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB,"Impostos, Taxas e Contribuições de Melhoria",143411437.63,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 03,M,Padrão,<MR-8>,ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB,"Impostos, Taxas e Contribuições de Melhoria",67049937.31,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 03,M,Padrão,<MR-7>,ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB,"Impostos, Taxas e Contribuições de Melhoria",63441103.89,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 03,M,Padrão,<MR-6>,ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB,"Impostos, Taxas e Contribuições de Melhoria",62623069.72,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 03,M,Padrão,<MR-5>,ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB,"Impostos, Taxas e Contribuições de Melhoria",72066397.76,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 03,M,Padrão,<MR-4>,ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB,"Impostos, Taxas e Contribuições de Melhoria",77496387.55,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 03,M,Padrão,<MR-3>,ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB,"Impostos, Taxas e Contribuições de Melhoria",72960261.47,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 03,M,Padrão,<MR-2>,ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB,"Impostos, Taxas e Contribuições de Melhoria",80278563.91,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 03,M,Padrão,<MR-1>,ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB,"Impostos, Taxas e Contribuições de Melhoria",75166673.43,2020
