exercicio,demonstrativo,periodo,periodicidade,instituicao,cod_ibge,uf,populacao,anexo,esfera,rotulo,coluna,cod_conta,conta,valor,ano
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 07,M,Padrão,Em Exercícios Anteriores (a),RestosAPagarProcessadosENaoProcessadosLiquidadosInscritosEmExerciciosAnteriores,RESTOS A PAGAR (EXCETO INTRA-ORÇAMENTÁRIOS) (I),48.84,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 07,M,Padrão,Em Exercícios Anteriores (a),RestosAPagarProcessadosENaoProcessadosLiquidadosInscritosEmExerciciosAnteriores,PODER EXECUTIVO,48.84,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 07,M,Padrão,Em Exercícios Anteriores (a),RestosAPagarProcessadosENaoProcessadosLiquidadosInscritosEmExerciciosAnteriores,TOTAL (III) = (I + II),48.84,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 07,M,Padrão,Em 31 de Dezembro de 2019 (b),RestosAPagarProcessadosENaoProcessadosLiquidadosInscritosEmExercicioAnterior,RESTOS A PAGAR (EXCETO INTRA-ORÇAMENTÁRIOS) (I),14999353.86,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 07,M,Padrão,Em 31 de Dezembro de 2019 (b),RestosAPagarProcessadosENaoProcessadosLiquidadosInscritosEmExercicioAnterior,PODER EXECUTIVO,14982205.26,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 07,M,Padrão,Em 31 de Dezembro de 2019 (b),RestosAPagarProcessadosENaoProcessadosLiquidadosInscritosEmExercicioAnterior,PODER LEGISLATIVO,17148.6,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 07,M,Padrão,Em 31 de Dezembro de 2019 (b),RestosAPagarProcessadosENaoProcessadosLiquidadosInscritosEmExercicioAnterior,Câmara Municipal,17148.6,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 07,M,Padrão,Em 31 de Dezembro de 2019 (b),RestosAPagarProcessadosENaoProcessadosLiquidadosInscritosEmExercicioAnterior,RESTOS A PAGAR (INTRA-ORÇAMENTÁRIOS) (II),7612972.43,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 07,M,Padrão,Em 31 de Dezembro de 2019 (b),RestosAPagarProcessadosENaoProcessadosLiquidadosInscritosEmExercicioAnterior,TOTAL (III) = (I + II),22612326.29,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 07,M,Padrão,Pagos (c),RestosAPagarProcessadosENaoProcessadosLiquidadosPagos,RESTOS A PAGAR (EXCETO INTRA-ORÇAMENTÁRIOS) (I),14988311.6,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 07,M,Padrão,Pagos (c),RestosAPagarProcessadosENaoProcessadosLiquidadosPagos,PODER EXECUTIVO,14971163,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 07,M,Padrão,Pagos (c),RestosAPagarProcessadosENaoProcessadosLiquidadosPagos,PODER LEGISLATIVO,17148.6,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 07,M,Padrão,Pagos (c),RestosAPagarProcessadosENaoProcessadosLiquidadosPagos,Câmara Municipal,17148.6,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 07,M,Padrão,Pagos (c),RestosAPagarProcessadosENaoProcessadosLiquidadosPagos,RESTOS A PAGAR (INTRA-ORÇAMENTÁRIOS) (II),7610254.07,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 07,M,Padrão,Pagos (c),RestosAPagarProcessadosENaoProcessadosLiquidadosPagos,TOTAL (III) = (I + II),22598565.67,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 07,M,Padrão,Cancelados (d),RestosAPagarProcessadosENaoProcessadosLiquidadosCancelados,RESTOS A PAGAR (EXCETO INTRA-ORÇAMENTÁRIOS) (I),11042.26,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 07,M,Padrão,Cancelados (d),RestosAPagarProcessadosENaoProcessadosLiquidadosCancelados,PODER EXECUTIVO,11042.26,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 07,M,Padrão,Cancelados (d),RestosAPagarProcessadosENaoProcessadosLiquidadosCancelados,RESTOS A PAGAR (INTRA-ORÇAMENTÁRIOS) (II),2718.36,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 07,M,Padrão,Cancelados (d),RestosAPagarProcessadosENaoProcessadosLiquidadosCancelados,TOTAL (III) = (I + II),13760.62,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 07,M,Padrão,Saldo e = (a+ b) - (c + d),RestosAPagarProcessadosENaoProcessadosLiquidadosAPagar,RESTOS A PAGAR (EXCETO INTRA-ORÇAMENTÁRIOS) (I),48.84,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 07,M,Padrão,Saldo e = (a+ b) - (c + d),RestosAPagarProcessadosENaoProcessadosLiquidadosAPagar,PODER EXECUTIVO,48.84,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 07,M,Padrão,Saldo e = (a+ b) - (c + d),RestosAPagarProcessadosENaoProcessadosLiquidadosAPagar,TOTAL (III) = (I + II),48.84,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 07,M,Padrão,Em Exercícios Anteriores (f),RestosAPagarNaoProcessadosInscritosEmExerciciosAnteriores,RESTOS A PAGAR (EXCETO INTRA-ORÇAMENTÁRIOS) (I),15211,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 07,M,Padrão,Em Exercícios Anteriores (f),RestosAPagarNaoProcessadosInscritosEmExerciciosAnteriores,PODER EXECUTIVO,15211,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 07,M,Padrão,Em Exercícios Anteriores (f),RestosAPagarNaoProcessadosInscritosEmExerciciosAnteriores,TOTAL (III) = (I + II),15211,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 07,M,Padrão,Em 31 de Dezembro de 2019 (g),RestosAPagarNaoProcessadosInscritosEmExercicioAnterior,RESTOS A PAGAR (EXCETO INTRA-ORÇAMENTÁRIOS) (I),81299728.51,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 07,M,Padrão,Em 31 de Dezembro de 2019 (g),RestosAPagarNaoProcessadosInscritosEmExercicioAnterior,PODER EXECUTIVO,81041945.64,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 07,M,Padrão,Em 31 de Dezembro de 2019 (g),RestosAPagarNaoProcessadosInscritosEmExercicioAnterior,PODER LEGISLATIVO,257782.87,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 07,M,Padrão,Em 31 de Dezembro de 2019 (g),RestosAPagarNaoProcessadosInscritosEmExercicioAnterior,Câmara Municipal,257782.87,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 07,M,Padrão,Em 31 de Dezembro de 2019 (g),RestosAPagarNaoProcessadosInscritosEmExercicioAnterior,RESTOS A PAGAR (INTRA-ORÇAMENTÁRIOS) (II),234485.73,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 07,M,Padrão,Em 31 de Dezembro de 2019 (g),RestosAPagarNaoProcessadosInscritosEmExercicioAnterior,TOTAL (III) = (I + II),81534214.24,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 07,M,Padrão,Liquidados (h),RestosAPagarNaoProcessadosLiquidados,RESTOS A PAGAR (EXCETO INTRA-ORÇAMENTÁRIOS) (I),105,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 07,M,Padrão,Liquidados (h),RestosAPagarNaoProcessadosLiquidados,PODER EXECUTIVO,105,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 07,M,Padrão,Liquidados (h),RestosAPagarNaoProcessadosLiquidados,TOTAL (III) = (I + II),105,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 07,M,Padrão,Pagos (i),RestosAPagarNaoProcessadosPagos,RESTOS A PAGAR (EXCETO INTRA-ORÇAMENTÁRIOS) (I),60172968.21,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 07,M,Padrão,Pagos (i),RestosAPagarNaoProcessadosPagos,PODER EXECUTIVO,59915185.34,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 07,M,Padrão,Pagos (i),RestosAPagarNaoProcessadosPagos,PODER LEGISLATIVO,257782.87,2020
