exercicio,demonstrativo,periodo,periodicidade,instituicao,cod_ibge,uf,populacao,anexo,esfera,rotulo,coluna,cod_conta,conta,valor,ano
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 04,M,Padrão,PREVISÃO INICIAL,ReceitasCorrentesRPPSBrutasPrevidenciario,RECEITAS CORRENTES (I),159784000,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 04,M,Padrão,PREVISÃO ATUALIZADA,ReceitasCorrentesRPPSBrutasPrevidenciario,RECEITAS CORRENTES (I),178391702.07,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 04,M,Padrão,Até o Bimestre / 2020,ReceitasCorrentesRPPSBrutasPrevidenciario,RECEITAS CORRENTES (I),176695512.96,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 04,M,Padrão,Até o Bimestre / 2019,ReceitasCorrentesRPPSBrutasPrevidenciario,RECEITAS CORRENTES (I),121449773.31,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 04,M,Padrão,PREVISÃO INICIAL,ReceitaDeContribuicoesDosSeguradosBrutaPrevidenciario,Receita de Contribuições dos Segurados,41580000,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 04,M,Padrão,PREVISÃO ATUALIZADA,ReceitaDeContribuicoesDosSeguradosBrutaPrevidenciario,Receita de Contribuições dos Segurados,40136626.08,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 04,M,Padrão,Até o Bimestre / 2020,ReceitaDeContribuicoesDosSeguradosBrutaPrevidenciario,Receita de Contribuições dos Segurados,39619633.2,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 04,M,Padrão,Até o Bimestre / 2019,ReceitaDeContribuicoesDosSeguradosBrutaPrevidenciario,Receita de Contribuições dos Segurados,38814810.81,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 04,M,Padrão,PREVISÃO INICIAL,RREO4ReceitaDeContribuicoesDosSeguradosPessoalCivilBruta,Civil,41580000,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 04,M,Padrão,PREVISÃO ATUALIZADA,RREO4ReceitaDeContribuicoesDosSeguradosPessoalCivilBruta,Civil,40136626.08,2020
