exercicio,demonstrativo,periodo,periodicidade,instituicao,cod_ibge,uf,populacao,anexo,esfera,rotulo,coluna,cod_conta,conta,valor,ano
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,FU04 - Demais Subfunções,77256239.45,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Segurança Pública,38097000,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Policiamento,38038100,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Defesa Civil,58900,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Assistência Social,39395747.98,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Assistência ao Portador de Deficiência,239000,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Assistência à Criança e ao Adolescente,1707704.18,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Assistência Comunitária,37449043.8,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Previdência Social,360253000,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Previdência do Regime Estatutário,355595000,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,FU09 - Administração Geral,4658000,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Saúde,529609928.02,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Atenção Básica,348722197.88,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Assistência Hospitalar e Ambulatorial,173326322.19,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Suporte Profilático e Terapêutico,3880346.11,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Vigilância Epidemiológica,3681061.84,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Educação,525700497.63,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Ensino Fundamental,216465927.75,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Ensino Médio,85456,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Ensino Superior,40000,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Educação Infantil,238897306.59,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Educação Especial,1286000,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,FU12 - Administração Geral,13302719,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,FU12 - Demais Subfunções,55623088.29,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Cultura,13671106.1,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Patrimônio Histórico Artístico e Arqueológico,610000,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Difusão Cultural,12935106.1,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,FU13 - Demais Subfunções,126000,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Direitos da Cidadania,4949573.23,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Direitos Individuais Coletivos e Difusos,4949573.23,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Urbanismo,447640034.65,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Infra-Estrutura Urbana,138865118,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Serviços Urbanos,55073043.65,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Transportes Coletivos Urbanos,241361465,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,FU15 - Administração Geral,12340408,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Habitação,3359129,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Habitação Urbana,743000,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,FU16 - Administração Geral,2616129,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Saneamento,437705313,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Saneamento Básico Urbano,437705313,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Gestão Ambiental,27212300.34,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Preservação e Conservação Ambiental,26759300.34,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Controle Ambiental,453000,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Ciência e Tecnologia,5640000,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,FU19 - Administração Geral,5640000,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Agricultura,3016084,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,FU20 - Administração Geral,3016084,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Indústria,1500,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Promoção Industrial,1500,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Comércio e Serviços,6545038.49,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Promoção Comercial,1297259,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Turismo,10000,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,FU23 - Administração Geral,5237779.49,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Comunicações,6397421,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,FU24 - Demais Subfunções,6397421,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Transporte,43352000,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,FU26 - Demais Subfunções,43352000,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Desporto e Lazer,23160538.04,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Desporto de Rendimento,25000,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Desporto Comunitário,23135538.04,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Reserva de Contingência,2503299,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,DESPESAS (INTRA-ORÇAMENTÁRIAS) (II),200081500,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,TOTAL (III) = (I + II),3120547901.07,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO ATUALIZADA (a),RREO2TotalDespesas,DESPESAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I),3119578869.25,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO ATUALIZADA (a),RREO2TotalDespesas,Legislativa,55362000,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO ATUALIZADA (a),RREO2TotalDespesas,Ação Legislativa,55362000,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO ATUALIZADA (a),RREO2TotalDespesas,Essencial à Justiça,26304541.29,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO ATUALIZADA (a),RREO2TotalDespesas,Representação Judicial e Extrajudicial,26304541.29,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO ATUALIZADA (a),RREO2TotalDespesas,Administração,303373610.34,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO ATUALIZADA (a),RREO2TotalDespesas,FU04 - Administração Geral,173148365.95,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO ATUALIZADA (a),RREO2TotalDespesas,Administração Financeira,23880400.65,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO ATUALIZADA (a),RREO2TotalDespesas,Controle Interno,119383,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO ATUALIZADA (a),RREO2TotalDespesas,Tecnologia da Informação,3971115,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO ATUALIZADA (a),RREO2TotalDespesas,Formação de Recursos Humanos,32514106.29,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO ATUALIZADA (a),RREO2TotalDespesas,FU04 - Demais Subfunções,69740239.45,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO ATUALIZADA (a),RREO2TotalDespesas,Segurança Pública,42251099.16,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO ATUALIZADA (a),RREO2TotalDespesas,Policiamento,42222199.16,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO ATUALIZADA (a),RREO2TotalDespesas,Defesa Civil,28900,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO ATUALIZADA (a),RREO2TotalDespesas,Assistência Social,53388626.05,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO ATUALIZADA (a),RREO2TotalDespesas,Assistência ao Portador de Deficiência,370834.11,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO ATUALIZADA (a),RREO2TotalDespesas,Assistência à Criança e ao Adolescente,1617704.18,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO ATUALIZADA (a),RREO2TotalDespesas,Assistência Comunitária,51400087.76,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO ATUALIZADA (a),RREO2TotalDespesas,Previdência Social,360103000,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO ATUALIZADA (a),RREO2TotalDespesas,Previdência do Regime Estatutário,355395000,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO ATUALIZADA (a),RREO2TotalDespesas,FU09 - Administração Geral,4708000,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO ATUALIZADA (a),RREO2TotalDespesas,Saúde,685782326.44,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO ATUALIZADA (a),RREO2TotalDespesas,Atenção Básica,329560781.32,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO ATUALIZADA (a),RREO2TotalDespesas,Assistência Hospitalar e Ambulatorial,337489869.49,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO ATUALIZADA (a),RREO2TotalDespesas,Suporte Profilático e Terapêutico,8156236.36,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO ATUALIZADA (a),RREO2TotalDespesas,Vigilância Epidemiológica,10575439.27,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO ATUALIZADA (a),RREO2TotalDespesas,Educação,534151778.68,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO ATUALIZADA (a),RREO2TotalDespesas,Ensino Fundamental,245177232,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO ATUALIZADA (a),RREO2TotalDespesas,Ensino Médio,5156,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO ATUALIZADA (a),RREO2TotalDespesas,Ensino Superior,40000,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO ATUALIZADA (a),RREO2TotalDespesas,Educação Infantil,230427573.49,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO ATUALIZADA (a),RREO2TotalDespesas,Educação Especial,8000,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO ATUALIZADA (a),RREO2TotalDespesas,FU12 - Administração Geral,16614213,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO ATUALIZADA (a),RREO2TotalDespesas,FU12 - Demais Subfunções,41879604.19,2020
2020,RREO,6,B,Prefeitura Municipal de Sorocaba - SP,3552205,SP,679378,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO ATUALIZADA (a),RREO2TotalDespesas,Cultura,15070616.55,2020
