arquivo,ano,categoria,paginas,chars,tem_texto,fonte
balanco_previdenciario_2025_04_04_balanco_prevabr25.pdf,2025,balanco_previdenciario,,2,nao,FUNSERV Sorocaba - documento PDF (indice; texto completo em data/extracted)
balanco_previdenciario_2025_05_05_balanco_prevmai25.pdf,2025,balanco_previdenciario,,8495,sim,FUNSERV Sorocaba - documento PDF (indice; texto completo em data/extracted)
balanco_previdenciario_2025_06_06_balanco_prevjun25.pdf,2025,balanco_previdenciario,,8490,sim,FUNSERV Sorocaba - documento PDF (indice; texto completo em data/extracted)
balanco_previdenciario_2025_07_07_balanco_prevjul25.pdf,2025,balanco_previdenciario,,8508,sim,FUNSERV Sorocaba - documento PDF (indice; texto completo em data/extracted)
balanco_previdenciario_2025_08_08_balanco_prevago25.pdf,2025,balanco_previdenciario,,8507,sim,FUNSERV Sorocaba - documento PDF (indice; texto completo em data/extracted)
balanco_previdenciario_2025_09_09_balanco_prevset25.pdf,2025,balanco_previdenciario,,8501,sim,FUNSERV Sorocaba - documento PDF (indice; texto completo em data/extracted)
balanco_previdenciario_2025_10_10_balanco_prevout25.pdf,2025,balanco_previdenciario,,8505,sim,FUNSERV Sorocaba - documento PDF (indice; texto completo em data/extracted)
balanco_previdenciario_2025_11_11_balanco_prevnov25.pdf,2025,balanco_previdenciario,,8509,sim,FUNSERV Sorocaba - documento PDF (indice; texto completo em data/extracted)
balanco_previdenciario_2025_12_12_balanco_prevdez25.pdf,2025,balanco_previdenciario,,8444,sim,FUNSERV Sorocaba - documento PDF (indice; texto completo em data/extracted)
balanco_previdenciario_2025_anual_balanco_prev25.pdf,2025,balanco_previdenciario,,6801,sim,FUNSERV Sorocaba - documento PDF (indice; texto completo em data/extracted)
balanco_previdenciario_2026_01_01_balanco_prevjan26.pdf,2026,balanco_previdenciario,,8404,sim,FUNSERV Sorocaba - documento PDF (indice; texto completo em data/extracted)
balanco_previdenciario_2026_02_02_balanco_prevfev26.pdf,2026,balanco_previdenciario,,8686,sim,FUNSERV Sorocaba - documento PDF (indice; texto completo em data/extracted)
balanco_previdenciario_2026_03_03_balanco_prevmar26.pdf,2026,balanco_previdenciario,,8678,sim,FUNSERV Sorocaba - documento PDF (indice; texto completo em data/extracted)
balanco_previdenciario_2026_04_04_balanco_prevabr26.pdf,2026,balanco_previdenciario,,8703,sim,FUNSERV Sorocaba - documento PDF (indice; texto completo em data/extracted)
