arquivo,ano,categoria,paginas,chars,tem_texto,fonte
balanco_saude_2025_rof_1tri25.pdf,2025,balanco_saude,,4818,sim,FUNSERV Sorocaba - documento PDF (indice; texto completo em data/extracted)
balanco_saude_2025_rof_abr25.pdf,2025,balanco_saude,,4851,sim,FUNSERV Sorocaba - documento PDF (indice; texto completo em data/extracted)
balanco_saude_2025_rof_ago25.pdf,2025,balanco_saude,,4205,sim,FUNSERV Sorocaba - documento PDF (indice; texto completo em data/extracted)
balanco_saude_2025_rof_dez25.pdf,2025,balanco_saude,,5018,sim,FUNSERV Sorocaba - documento PDF (indice; texto completo em data/extracted)
balanco_saude_2025_rof_jul25.pdf,2025,balanco_saude,,4209,sim,FUNSERV Sorocaba - documento PDF (indice; texto completo em data/extracted)
balanco_saude_2025_rof_jun25.pdf,2025,balanco_saude,,4851,sim,FUNSERV Sorocaba - documento PDF (indice; texto completo em data/extracted)
balanco_saude_2025_rof_mai25.pdf,2025,balanco_saude,,3429,sim,FUNSERV Sorocaba - documento PDF (indice; texto completo em data/extracted)
balanco_saude_2025_rof_nov25.pdf,2025,balanco_saude,,4381,sim,FUNSERV Sorocaba - documento PDF (indice; texto completo em data/extracted)
balanco_saude_2025_rof_out25.pdf,2025,balanco_saude,,5016,sim,FUNSERV Sorocaba - documento PDF (indice; texto completo em data/extracted)
balanco_saude_2025_rof_set25.pdf,2025,balanco_saude,,4207,sim,FUNSERV Sorocaba - documento PDF (indice; texto completo em data/extracted)
balanco_saude_2026_01_01_balanco_saujan26.pdf,2026,balanco_saude,,8092,sim,FUNSERV Sorocaba - documento PDF (indice; texto completo em data/extracted)
balanco_saude_2026_02_02_balanco_saufev26.pdf,2026,balanco_saude,,8208,sim,FUNSERV Sorocaba - documento PDF (indice; texto completo em data/extracted)
balanco_saude_2026_03_03_balanco_saumar26.pdf,2026,balanco_saude,,8212,sim,FUNSERV Sorocaba - documento PDF (indice; texto completo em data/extracted)
balanco_saude_2026_04_04_balanco_sauabr26.pdf,2026,balanco_saude,,8216,sim,FUNSERV Sorocaba - documento PDF (indice; texto completo em data/extracted)
balanco_saude_2026_rof_1jan26.pdf,2026,balanco_saude,,5244,sim,FUNSERV Sorocaba - documento PDF (indice; texto completo em data/extracted)
balanco_saude_2026_rof_abr26.pdf,2026,balanco_saude,,5266,sim,FUNSERV Sorocaba - documento PDF (indice; texto completo em data/extracted)
balanco_saude_2026_rof_fev26.pdf,2026,balanco_saude,,5289,sim,FUNSERV Sorocaba - documento PDF (indice; texto completo em data/extracted)
balanco_saude_2026_rof_mar26.pdf,2026,balanco_saude,,5277,sim,FUNSERV Sorocaba - documento PDF (indice; texto completo em data/extracted)
