ano,municipio_ibge,municipio_nome,localidade_do_gasto_raw,numero_emenda,autor,partido,uf_autor,tipo_emenda,funcao,subfuncao,valor_empenhado,valor_liquidado,valor_pago,fonte_api
2015,3517703,Guará,XINGUARA - PA,201511460008,ZEQUINHA MARINHO,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Administração geral,"20,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2015,3517703,Guará,IGUARACI - PE,201528840001,ARMANDO MONTEIRO,,,Emenda Individual - Transferências com Finalidade Definida,Agricultura,Promoção da produção agropecuária,"29,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2015,3517703,Guará,ITAGUARA - MG,201529240006,STEFANO AGUIAR,,,Emenda Individual - Transferências com Finalidade Definida,Saneamento,Saneamento básico urbano,"295.300,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2015,3517703,Guará,GUARATINGUETÁ - SP,201528190011,VAZ DE LIMA,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Atenção básica,"339.335,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2015,3517703,Guará,GUARABIRA - PB,201527150004,RUY CARNEIRO,,,Emenda Individual - Transferências com Finalidade Definida,Urbanismo,infra-estrutura urbana,"500.000,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2015,3517703,Guará,GUARAPUAVA - PR,201519640007,CEZAR SILVESTRI,,,Emenda Individual - Transferências com Finalidade Definida,Urbanismo,Transportes coletivos urbanos,"500.000,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2015,3517703,Guará,JABOATÃO DOS GUARARAPES - PE,201512970017,PAULO RUBEM SANTIAGO,,,Emenda Individual - Transferências com Finalidade Definida,Ciência e Tecnologia,Desenvolvimento tecnológico e engenharia,"50,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2015,3517703,Guará,JABOATÃO DOS GUARARAPES - PE,201527200012,JOAO PAULO LIMA,,,Emenda Individual - Transferências com Finalidade Definida,Direitos da cidadania,"Direitos individuais, coletivos e difusos","586.824,70","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2015,3517703,Guará,JABOATÃO DOS GUARARAPES - PE,201512970019,PAULO RUBEM SANTIAGO,,,Emenda Individual - Transferências com Finalidade Definida,Trabalho,Fomento ao trabalho,"60,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2015,3517703,Guará,JABOATÃO DOS GUARARAPES - PE,201512970013,PAULO RUBEM SANTIAGO,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Assistência hospitalar e ambulatorial,"100,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2015,3517703,Guará,XINGUARA - PA,201511420009,ZE GERALDO,,,Emenda Individual - Transferências com Finalidade Definida,Organização agrária,Reforma agrária,"1.189.081,28","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2015,3517703,Guará,JABOATÃO DOS GUARARAPES - PE,201527250018,ROBERTO TEIXEIRA,,,Emenda Individual - Transferências com Finalidade Definida,Desporto e lazer,Desporto comunitário,"1.399.658,75","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2015,3517703,Guará,GUARABIRA - PB,201529460006,CASSIO CUNHA LIMA,,,Emenda Individual - Transferências com Finalidade Definida,Comércio e serviços,Turismo,"1.712.388,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2015,3517703,Guará,GUARAPUAVA - PR,201519640004,CEZAR SILVESTRI,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Administração geral,"2.154.775,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2015,3517703,Guará,GUARAPUAVA - PR,201519640006,CEZAR SILVESTRI,,,Emenda Individual - Transferências com Finalidade Definida,Urbanismo,infra-estrutura urbana,"230,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
