Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"69.656.495,26","69.000.174,49","65.304.932,85","656.320,77","3.695.241,64",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2024&id_ente=3530607
06.122 - Administração Geral,"65.141.367,68","65.078.765,95","61.536.811,75","62.601,73","3.541.954,20",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2024&id_ente=3530607
06.181 - Policiamento,"1.051.917,83","1.051.917,83","993.084,16","0,00","58.833,67",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2024&id_ente=3530607
06.182 - Defesa Civil,"1.804.695,01","1.622.032,09","1.527.578,32","182.662,92","94.453,77",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2024&id_ente=3530607
06.183 - Informação e Inteligência,"1.618.514,74","1.213.258,62","1.213.258,62","405.256,12","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2024&id_ente=3530607
