Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"26.045.005,62","25.198.163,12","23.588.779,12","846.842,50","1.609.384,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3530607
06.181 - Policiamento,"24.498.564,59","23.741.735,96","22.194.897,16","756.828,63","1.546.838,80",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3530607
06.182 - Defesa Civil,"1.546.441,03","1.456.427,16","1.393.881,96","90.013,87","62.545,20",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3530607
