Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"33.212.059,86","31.407.467,20","29.249.367,32","1.804.592,66","2.158.099,88",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2022&id_ente=3530607
06.122 - Administração Geral,"29.003.817,32","28.617.962,54","26.645.711,99","385.854,78","1.972.250,55",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2022&id_ente=3530607
06.181 - Policiamento,"1.894.518,05","843.900,40","753.512,15","1.050.617,65","90.388,25",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2022&id_ente=3530607
06.182 - Defesa Civil,"1.856.845,34","1.610.836,57","1.531.569,10","246.008,77","79.267,47",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2022&id_ente=3530607
06.183 - Informação e Inteligência,"456.879,15","334.767,69","318.574,08","122.111,46","16.193,61",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2022&id_ente=3530607
