Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"22.067.604,84","20.745.295,17","19.531.543,16","1.322.309,67","1.213.752,01",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2019&id_ente=3530607
06.181 - Policiamento,"20.690.218,47","19.462.295,02","18.314.824,88","1.227.923,45","1.147.470,14",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2019&id_ente=3530607
06.182 - Defesa Civil,"1.377.386,37","1.283.000,15","1.216.718,28","94.386,22","66.281,87",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2019&id_ente=3530607
