Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"26.808.404,89","26.109.291,28","24.430.279,72","699.113,61","1.679.011,56",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2021&id_ente=3530607
06.181 - Policiamento,"25.223.309,78","24.653.020,93","23.053.051,81","570.288,85","1.599.969,12",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2021&id_ente=3530607
06.182 - Defesa Civil,"1.585.095,11","1.456.270,35","1.377.227,91","128.824,76","79.042,44",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2021&id_ente=3530607
