Ano,DC_Bruta,DC_Contratual,Emprestimos,Financiamentos,Precatorios,Deducoes,DCL,RCL,DC_pct_RCL,DCL_pct_RCL,Limite_valor,Limite_pct_RCL,Limite_Alerta_valor,Passivo_Atuarial,Fonte_URL
2025,3713990.67,3713990.67,3495170.26,0.00,0.00,8938401.79,-5224411.12,32229330.35,11.5200,-16.2100,38675196.42,120.0000,34807676.78,34365226.07,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rgf?an_exercicio=2025&in_periodicidade=Q&nr_periodo=3&co_tipo_demonstrativo=RGF&co_poder=E&id_ente=4209805&no_anexo=RGF-Anexo%2002
