Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"630.439.928,61","592.833.521,01","592.140.754,41","37.606.407,60","692.766,60",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2021&id_ente=3550308
06.122 - Administração Geral,"480.443.847,61","480.262.961,50","480.081.424,66","180.886,11","181.536,84",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2021&id_ente=3550308
06.181 - Policiamento,"95.148.630,75","71.197.555,66","71.004.532,92","23.951.075,09","193.022,74",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2021&id_ente=3550308
06.182 - Defesa Civil,"49.387.397,44","37.208.514,51","36.890.307,49","12.178.882,93","318.207,02",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2021&id_ente=3550308
