Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"805.934.314,38","758.179.270,64","756.989.178,36","47.755.043,74","1.190.092,28",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2022&id_ente=3550308
06.122 - Administração Geral,"629.949.798,54","629.014.360,61","628.913.548,09","935.437,93","100.812,52",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2022&id_ente=3550308
06.181 - Policiamento,"111.441.277,56","81.091.264,02","80.782.293,45","30.350.013,54","308.970,57",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2022&id_ente=3550308
06.182 - Defesa Civil,"50.273.128,83","37.936.832,89","37.646.657,71","12.336.295,94","290.175,18",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2022&id_ente=3550308
