Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"585.196.544,59","571.840.027,44","571.225.863,58","13.356.517,15","614.163,86",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2019&id_ente=3550308
06.122 - Administração Geral,"476.826.751,21","476.791.390,17","476.616.693,89","35.361,04","174.696,28",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2019&id_ente=3550308
06.181 - Policiamento,"69.545.901,89","60.397.532,64","60.014.335,38","9.148.369,25","383.197,26",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2019&id_ente=3550308
06.182 - Defesa Civil,"34.803.372,81","31.283.439,69","31.229.552,19","3.519.933,12","53.887,50",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2019&id_ente=3550308
