Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"1.162.469.791,80","1.064.597.283,67","1.061.101.177,09","97.872.508,13","3.496.106,58",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2023&id_ente=3550308
06.122 - Administração Geral,"830.836.253,09","829.993.322,52","829.989.983,54","842.930,57","3.338,98",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2023&id_ente=3550308
06.181 - Policiamento,"241.942.587,58","187.069.234,12","184.285.832,71","54.873.353,46","2.783.401,41",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2023&id_ente=3550308
06.182 - Defesa Civil,"77.617.814,85","40.570.099,87","39.946.645,59","37.047.714,98","623.454,28",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2023&id_ente=3550308
