Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"602.690.751,45","576.434.390,52","574.888.648,85","26.256.360,93","1.545.741,67",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3550308
06.122 - Administração Geral,"477.769.021,16","477.628.928,81","477.571.403,95","140.092,35","57.524,86",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3550308
06.181 - Policiamento,"79.970.555,00","62.421.668,26","61.571.196,41","17.548.886,74","850.471,85",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3550308
06.182 - Defesa Civil,"39.044.265,48","31.955.868,92","31.385.611,07","7.088.396,56","570.257,85",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3550308
