ano,municipio,fonte,categoria,orgao_remetente,descricao,valor_bruto,moeda
2023,paulinia,Portal_Transparencia_Federal,Ciência e Tecnologia,"Ministério da Ciência, Tecnologia e Inovação","RECUPERAÇÃO E REUSO DE ÁGUA DE EFLUENTES INDUSTRIAIS POR SISTEMA CON- TÍNUO DE ELETRODECANTAÇÃO DE IMPUREZAS ORGÂNICAS                      CONSIDERANDO O SEMIÁRIDO UMA DAS REGIÕES COM MENOR DISPONIBILIDADE DE ÁGUA E COM UM DOS MAIORES CUSTOS AO CONSUMIDOR (MAIS DE R$ 4,00/M3),  ESSE PROJETO DE PESQUISA PROPÕE O ESCALONAMENTO, INSTALAÇÃO E TESTES  DE UM SISTEMA INOVADOR PARA ELETRODECANTAÇÃO DE SÓLIDOS ORGÂNICOS",1413703.59,BRL
2023,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Estruturação da Rede de Serviços Públicos de Saúde (INVESTIMENTO) — ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE: ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE,424716.0,BRL
2023,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — ATENÇÃO À SAÚDE DA POPULAÇÃO PARA PROCEDIMENTOS NO MAC: ATENÇÃO À SAÚDE DA POPULAÇÃO PARA PROCEDIMENTOS NO MAC,9656980.12,BRL
2023,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — FORTALECIMENTO DO SISTEMA NACIONAL DE VIGILÂNCIA EM SAÚDE: DESENVOLVIMENTO DAS AÇÕES CONTINGENCIAIS DE VIG. E PREVENÇÃO DE ENDEMIAS COM ÊN,98349.52,BRL
2023,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — IMPLEMENTACAO DE POLITICAS DE ATENCAO ESPECIALIZADA A SAUDE: IMPLEMENTACAO DE POLITICAS PARA A REDE CEGONHA,2144.09,BRL
2023,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — IMPLEMENTAÇÃO DA SEGURANÇA ALIMENTAR E NUTRICIONAL NA SAÚDE: IMPLEMENTAÇÃO DA SEGURANÇA ALIMENTAR E NUTRICIONAL NA SAÚDE,18400.0,BRL
2023,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,"Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — INCENTIVO FINANCEIRO AOS ESTADOS, DISTRITO FEDERAL E MUNICÍPIOS PARA A VIGILÂNCIA EM SAÚDE: INCENTIVO FINANCEIRO AOS ESTADOS, DISTRITO FED",296966.69,BRL
2023,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,"Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — INCENTIVO FINANCEIRO AOS ESTADOS, DISTRITO FEDERAL E MUNICÍPIOS PARA A VIGILÂNCIA EM SAÚDE: INCENTIVO FINANCEIRO ÀS AÇÕES DE VIGILÂNCIA E ",115498.8,BRL
2023,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,"Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — INCENTIVO FINANCEIRO AOS ESTADOS, DISTRITO FEDERAL E MUNICÍPIOS PARA EXECUÇÃO DE AÇÕES DE VIGILÂNCIA SANITÁRIA: INCENTIVO FINANCEIRO AOS E",69528.0,BRL
2023,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — PISO DA ATENÇÃO PRIMÁRIA EM SAÚDE: INCENTIVO FINANCEIRO DA APS - CAPITAÇÃO PONDERADA,3208715.51,BRL
2023,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — PISO DA ATENÇÃO PRIMÁRIA EM SAÚDE: INCENTIVO FINANCEIRO DA APS - DESEMPENHO,512738.02,BRL
2023,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — PISO DA ATENÇÃO PRIMÁRIA EM SAÚDE: INCENTIVO PARA AÇÕES ESTRATÉGICAS,75594.0,BRL
