ano,municipio,fonte,categoria,orgao_remetente,descricao,valor_bruto,moeda
2022,paulinia,Portal_Transparencia_Federal,Desporto e lazer,Ministério do Esporte,"Realizacao do Evento Ciclismo Paulinia para Todos, no Municipio de Paulinia/SP",149999.84,BRL
2022,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Estruturação da Rede de Serviços Públicos de Saúde (INVESTIMENTO) — ATENÇÃO PRIMÁRIA: ESTRUTURAÇÃO DA REDE DE SERVIÇOS DE ATENÇÃO PRIMÁRIA DE SAÚDE,150000.0,BRL
2022,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — ASSISTÊNCIA FARMACÊUTICA: CV19 - CORONAVIRUS (COVID-19),66917.04,BRL
2022,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — ASSISTÊNCIA FARMACÊUTICA: PROMOÇÃO DA ASSISTÊNCIA FARMACÊUTICA E INSUMOS ESTRATÉGICOS NA ATENÇÃO PRIMÁRIA EM SAÚDE,421282.44,BRL
2022,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — ATENÇÃO DE MÉDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR: ATENÇÃO À SAÚDE DA POPULAÇÃO PARA PROCEDIMENTOS NO MAC,9211125.23,BRL
2022,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — ATENÇÃO DE MÉDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR: COVID-19 - MEDIDA PROVISORIA N. 1.062 DE 09/08/21 - SAES,672000.0,BRL
2022,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — ATENÇÃO DE MÉDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR: CV19 - CORONAVIRUS (COVID-19),782616.0,BRL
2022,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — ATENÇÃO DE MÉDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR: INCREMENTO TEMPORÁRIO AO CUSTEIO DOS SERVIÇOS DE ASSISTÊNCIA HOSPITALAR E ,2100000.0,BRL
2022,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — ATENÇÃO PRIMÁRIA: CV19 - CORONAVIRUS (COVID-19),43632.0,BRL
2022,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — ATENÇÃO PRIMÁRIA: IMPLEMENTAÇÃO DA SEGURANÇA ALIMENTAR E NUTRICIONAL NA SAÚDE,16000.0,BRL
2022,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — ATENÇÃO PRIMÁRIA: IMPLEMENTACAO DE POLITICAS PARA A REDE CEGONHA,149.58,BRL
2022,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — ATENÇÃO PRIMÁRIA: INCENTIVO FINANCEIRO DA APS - CAPITAÇÃO PONDERADA,3241228.15,BRL
2022,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — ATENÇÃO PRIMÁRIA: INCENTIVO FINANCEIRO DA APS - DESEMPENHO,549525.89,BRL
2022,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — ATENÇÃO PRIMÁRIA: INCENTIVO PARA AÇÕES ESTRATÉGICAS,56419.0,BRL
2022,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — ATENÇÃO PRIMÁRIA: INCREMENTO TEMPORÁRIO AO CUSTEIO DOS SERVIÇOS DE ATENÇÃO PRIMÁRIA EM SAÚDE,250000.0,BRL
2022,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,"Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — VIGILÂNCIA EM SAÚDE: ASSISTÊNCIA FINANCEIRA COMPLEMENTAR AOS ESTADOS, DISTRITO FEDERAL E MUNICÍPIOS PARA AGENTES DE COMBATE ÀS ENDEMIAS",508938.0,BRL
2022,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,"Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — VIGILÂNCIA EM SAÚDE: INCENTIVO FINANCEIRO AOS ESTADOS, DISTRITO FEDERAL E MUNICÍPIOS EXECUÇÃO AÇÕES VIGILÂNCIA SANITÁRIA",68704.8,BRL
