ano,municipio,fonte,categoria,orgao_remetente,descricao,valor_bruto,moeda
2024,paulinia,Portal_Transparencia_Federal,Desporto e lazer,Ministério do Esporte,"Implementacao e Desenvolvimento do  Projeto Paulinia Futuro, no Municipio de Paulinia/SP",1049990.5,BRL
2024,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,"Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICÍPIOS PARA A VIGILÂNCIA EM SAÚDE: INCENTIVO FINANCEIRO AOS ESTADOS, DISTRITO FEDERAL E MUNICÍPI",325321.07,BRL
2024,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — ATENÇÃO À SAÚDE DA POPULAÇÃO PARA PROCEDIMENTOS NO MAC: ATENÇÃO À SAÚDE DA POPULAÇÃO PARA PROCEDIMENTOS NO MAC,10716719.52,BRL
2024,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — IMPLEMENTACAO DE POLITICAS DE ATENCAO - NACIONAL: IMPLEMENTACÃO DE POLÍTICAS PARA A REDE ALYNE,3269.42,BRL
2024,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,"Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — INCENTIVO FINANCEIRO AOS ESTADOS, DISTRITO FEDERAL E MUNICÍPIOS PARA A VIGILÂNCIA EM SAÚDE: INCENTIVO FINANCEIRO AOS ESTADOS, DISTRITO FED",21375.52,BRL
2024,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,"Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — INCENTIVO FINANCEIRO AOS ESTADOS, DISTRITO FEDERAL E MUNICÍPIOS PARA A VIGILÂNCIA EM SAÚDE: INCENTIVO FINANCEIRO ÀS AÇÕES DE VIGILÂNCIA E ",194034.77,BRL
2024,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,"Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — INCENTIVO FINANCEIRO AOS ESTADOS, DISTRITO FEDERAL E MUNICÍPIOS PARA EXECUÇÃO DE AÇÕES DE VIGILÂNCIA SANITÁRIA: INCENTIVO FINANCEIRO AOS E",69528.0,BRL
2024,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — INCREMENTO TEMPORÁRIO AO CUSTEIO DOS SERVIÇOS DE ATENÇÃO PRIMÁRIA EM SAÚDE PARA CUMPRIMENTO DAS METAS - NACIONAL: INCREMENTO TEMPORÁRIO AO,1000000.0,BRL
2024,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — PISO DA ATENÇÃO PRIMÁRIA EM SAÚDE: INCENTIVO FINANCEIRO DA APS - CAPITAÇÃO PONDERADA,944462.29,BRL
2024,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — PISO DA ATENÇÃO PRIMÁRIA EM SAÚDE: INCENTIVO FINANCEIRO DA APS - DESEMPENHO,187822.19,BRL
2024,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — PISO DA ATENÇÃO PRIMÁRIA EM SAÚDE: INCENTIVO FINANCEIRO DA APS - EQUIPES DE SAÚDE DA FAMÍLIA/ESF E EQUIPES DE ATENÇÃO PRIMÁRIA/EAP,2618400.0,BRL
2024,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — PISO DA ATENÇÃO PRIMÁRIA EM SAÚDE: INCENTIVO FINANCEIRO DA APS - MANUTENÇÃO DE PAGAMENTO DE VALOR NOMINAL COM BASE EM EXERCÍCIO ANTERIOR,681322.56,BRL
2024,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — PISO DA ATENÇÃO PRIMÁRIA EM SAÚDE: INCENTIVO FINANCEIRO PARA ATENÇÃO À SAÚDE BUCAL,71237.0,BRL
2024,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — PROMOÇÃO DA ASSISTÊNCIA FARMACÊUTICA E INSUMOS ESTRATÉGICOS NA ATENÇÃO PRIMÁRIA EM SAÚDE: RECURSOS FINANCEIROS A TRANSFERIR PARA AQUISICAO,681796.68,BRL
2024,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — TRANSFERÊNCIA AOS ENTES FEDERATIVOS PARA O PAGAMENTO DOS VENCIMENTOS DOS AGENTES DE COMBATE ÀS ENDEMIAS: TRANSFERÊNCIA AOS ENTES FEDERATIV,660816.0,BRL
2024,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — TRANSFORMAÇÃO DIGITAL NO SUS: TRANSFORMAÇÃO DIGITAL NO SUS,90695.5,BRL
