ano,municipio,fonte,categoria,orgao_remetente,descricao,valor_bruto,moeda
2021,paulinia,Portal_Transparencia_Federal,Sem informação,Ministério da Agricultura e Pecuária,Aquisicao de maquina e implementos agricolas,0.0,BRL
2021,paulinia,Portal_Transparencia_Federal,Desporto e lazer,Ministério do Esporte,"Implementao do Projeto Escola de Bicicross Educao e Cidadania, no Municpio de Paulnia/SP.",200000.0,BRL
2021,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Estruturação da Rede de Serviços Públicos de Saúde (INVESTIMENTO) — ATENÇÃO BÁSICA: ESTRUTURAÇÃO DA REDE DE SERVIÇOS DE ATENÇÃO BÁSICA DE SAÚDE,60000.0,BRL
2021,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Estruturação da Rede de Serviços Públicos de Saúde (INVESTIMENTO) — ATENÇÃO ESPECIALIZADA: ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE,249986.0,BRL
2021,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — ASSISTÊNCIA FARMACÊUTICA: PROMOÇÃO DA ASSISTÊNCIA FARMACÊUTICA E INSUMOS ESTRATÉGICOS NA ATENÇÃO BÁSICA EM SAÚDE,421282.44,BRL
2021,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — ATENÇÃO BÁSICA: CORONAVIRUS (COVID-19) - SAPS,284009.81,BRL
2021,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — ATENÇÃO BÁSICA: IMPLEMENTACAO DE POLITICAS DE ATENCAO A SAUDE DO ADOLESCENTE E JOVEM,1000.0,BRL
2021,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — ATENÇÃO BÁSICA: IMPLEMENTACAO DE POLITICAS PARA A REDE CEGONHA,1025.47,BRL
2021,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — ATENÇÃO BÁSICA: INCENTIVO FINANCEIRO DA APS - CAPITAÇÃO PONDERADA,2760887.71,BRL
2021,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — ATENÇÃO BÁSICA: INCENTIVO FINANCEIRO DA APS - DESEMPENHO,512050.25,BRL
2021,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — ATENÇÃO BÁSICA: INCENTIVO PARA AÇÕES ESTRATÉGICAS,44767.25,BRL
2021,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — ATENÇÃO DE MÉDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR: ATENÇÃO À SAÚDE DA POPULAÇÃO PARA PROCEDIMENTOS NO MAC,7138940.15,BRL
2021,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — ATENÇÃO DE MÉDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR: CORONAVIRUS (COVID-19) - SAES,652339.2,BRL
2021,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — ATENÇÃO DE MÉDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR: COVID-19 - MEDIDA PROVISORIA N. 1.043 - SAES,1209446.4,BRL
2021,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — ATENÇÃO DE MÉDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR: COVID-19 - MEDIDA PROVISORIA N. 1.062 DE 09/08/21 - SAES,4276464.0,BRL
2021,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,"Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — ATENÇÃO DE MÉDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR: FAEC - TRANSPLANTES DE ORGÃOS, TECIDOS E CELULAS",1436.0,BRL
2021,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — ATENÇÃO DE MÉDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR: INCREMENTO TEMPORÁRIO AO CUSTEIO DOS SERVIÇOS DE ASSISTÊNCIA HOSPITALAR E ,1435000.0,BRL
2021,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — GESTÃO DO SUS: IMPLEMENTAÇÃO DA SEGURANÇA ALIMENTAR E NUTRICIONAL NA SAÚDE,16000.0,BRL
2021,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,"Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — VIGILÂNCIA EM SAÚDE: ASSISTÊNCIA FINANCEIRA COMPLEMENTAR AOS ESTADOS, DISTRITO FEDERAL E MUNICÍPIOS PARA AGENTES DE COMBATE ÀS ENDEMIAS",380000.0,BRL
2021,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,"Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — VIGILÂNCIA EM SAÚDE: INCENTIVO FINANCEIRO AOS ESTADOS, DISTRITO FEDERAL E MUNICÍPIOS EXECUÇÃO AÇÕES VIGILÂNCIA SANITÁRIA",67201.8,BRL
2021,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,"Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — VIGILÂNCIA EM SAÚDE: INCENTIVO FINANCEIRO AOS ESTADOS, DISTRITO FEDERAL E MUNICÍPIOS PARA A VIGILÂNCIA EM SAÚDE - DESPESAS DIVERSAS",258367.85,BRL
2021,paulinia,FNS_FAF,saude,Fundo Nacional de Saúde,Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO) — VIGILÂNCIA EM SAÚDE: INCENTIVO FINANCEIRO ÀS AÇÕES DE VIGILÂNCIA E PREVENÇÃO E CONTROLE DAS DST/AIDS E HEPATITES VIRAIS,80498.88,BRL
