ano,competencia,tipo_transferencia,modalidade_transferencia,orgao_superior_codigo,orgao_superior_nome,unidade_gestora_codigo,unidade_gestora_nome,funcao_id,funcao_descricao,acao_id,acao_descricao,valor_transferido,municipio_ibge,municipio_nome,fonte_api
2025,2025-10,Não se aplica,EM EXECUÇÃO,22000,Ministério da Agricultura e Pecuária,420013,SECRETARIA DE DESENVOLVIMENTO RURAL,20,Agricultura,975612,"Adquirir equipamentos  para beneficiamento de frutas e transforma-las em sucos e polpa e com isso agregar valores ao produto, e proporcionar rentabilidade compativel com a de outros setores da economia; garantir a tranquilidade social, e o processo de desenvolvimento economico-social; garantir disponibilidade de infra-estrutura, capacidade empresarial , niveis tecnologicos e condicoes sociais a agricultura familiar.",191000.0,3135076,JAMPRUCA,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
