ano,municipio,orgao,categoria,arquivo,paginas,chars,status_extracao,texto_bruto,fonte_url,fonte_arquivo,publicado_em,observacao
2017,sorocaba,Camara Municipal de Sorocaba,ldo,ldo_2017.pdf,1,487,texto_nativo_ok,"Aprimorando o Portal de Transparência (Lei Federal nº 12.527/2011)
e para melhorar a veridicidade de nossa transparência ativa, no dia 12 de
maio de 2017 a empresa Conam disponibilizou atualização relativa aos
vencimentos (Ato da mesa nº 034/2015) deste Poder Legislativo.
Clique aqui para ser redirecionado ao item Vencimentos.
Av. Engº Carlos Reinaldo Mendes, 2945 — Alto da Boa Vista — CEP 18013-904 — Sorocaba — SP — (15) 3238-1111
/camarasorocaba camarasorocaba.sp.gov.br canal 61.3",https://www.camarasorocaba.sp.gov.br/arquivos_publicos.html,data/extracted/sorocaba/camara/ldo/camara_ldo_sorocaba.csv,2026-05-29,inventario/texto de PDF oficial; qualidade indicada por status_extracao; caminhos locais sanitizados Limitacao: registros LDO/metas da Camara sao atas de audiencias publicas ou documentos legislativos relacionados; a LDO e as metas oficiais completas pertencem ao Executivo/Prefeitura.
2024,sorocaba,Camara Municipal de Sorocaba,ldo,ldo_2024.pdf,3,3656,texto_nativo_ok,"ATA DA AUDIÊNCIA PÚBLICA SOBRE AS DIRETRIZES DA LEI ORÇAMENTÁRIA DE
2025, REALIZADA NO DIA 03 DE MAIO DE 2024.
Às 10h no Plenário da Câmara Municipal de Sorocaba, no dia 03 de Maio de
2024, o Edil Cristiano Passos, Membro da Comissão de Economia, Finanças,
Orçamento e Parcerias, declarou aberta a Audiência Pública, para tratar o
Projeto de Lei que apresenta a proposta das Diretrizes Orçamentárias de 2025
(PL Nº120/2024). Na presente audiência, para a primeira etapa de discussões,
foram convocadas as pastas Secretaria da Fazenda, FUNSERV Saúde e
Previdência, Secretaria do Meio Ambiente, Secretaria de Governo, Secretaria
de Recursos Humanos, Secretaria de Relações Institucionais e Metropolitana e
Gabinete do Poder Executivo. Na Segunda etapa de apresentações, o Nobre
Edil Vereador João Donizeti Silvestre, Membro da Comissão de Economia,
Finanças, Orçamento e Parcerias, conduziu os trabalhos das discussões da
Secretaria de Administração, Secretaria de Planejamento e Secretaria de
Cultura. Estiveram presentes ao longo das apresentações os Vereadores ítalo
Moreira, Fernanda Garcia, Iara Bernardi, aos quais realizaram questionamentos
a cerca dos dados apresentados. O projeto de lei do Executivo referente à Lei
de Diretrizes Orçamentárias (LDO) do Município para 2025, detém estima de
receita total de R$ 4,613 Bilhões.
Finalizando todas as apresentações convocadas para o dia, as Secretarias
encerraram suas falas, bem como esclareceram todas as dúvidas apontadas
pelos Vereadores e Vereadoras. Assim, o Edil João Donizeti Silvestre declarou
encerrado o primeiro dia de audiências públicas sobre as Diretrizes da Lei
Orçamentária de 2025.
1
AAuutteennttiiccaarr ddooccuummeennttoo eemm hhttttppss::////ssoorrooccaabbaa..ccaammaarraasseemmppaappeell..ccoomm..bbrr//aauutteennttiicciiddaaddee
ccoomm oo iiddeennttiiffiiccaaddoorr 33220000339900003311000033440000335500003366000033AA000055000000,, DDooccuummeennttoo aassssiinnaaddoo ddiiggiittaallmmeennttee
ccoonnffoorrmmee aarrtt.. 44ºº,, IIII ddaa LLeeii 1144..006633//22002200..
CAIO OLIVEIRA
Presidente da Comissão de Economia
JOÃO DONIZETI SILVESTRE
Membro da Comissão de Economia
CRISTIANO PASSOS
Membro da Comissão de Economia
2
AAuutteennttiiccaarr ddooccuummeennttoo eemm hhttttppss::////ssoorrooccaabbaa..ccaammaarraasseemmppaappeell..ccoomm..bbrr//aauutteennttiicciiddaaddee
ccoomm oo iiddeennttiiffiiccaaddoorr 33220000339900003311000033440000335500003366000033AA000055000000,, DDooccuummeennttoo aassssiinnaaddoo ddiiggiittaallmmeennttee
ccoonnffoorrmmee aarrtt.. 44ºº,, IIII ddaa LLeeii 1144..006633//22002200..
PROTOCOLO DE ASSINATURA(S)
O documento acima foi assinado eletronicamente e pode ser acessado no endereço
https://sorocaba.camarasempapel.com.br/autenticidade utilizando o identificador
3200390031003400350036003A005000
Assinado eletronicamente por Caio de Oliveira Egea Silveira em 10/05/2024 10:45
Checksum: E8366D00686EF964D1D8D178649B344A8C43D56B1C38E2834110344CEE5905D2
Assinado eletronicamente por João Donizeti Silvestre em 13/05/2024 12:20
Checksum: CBC797F77148C9F52D37FFE9CC66A8FBA310F49E6C2004C0E2EDC67725FBF49E
Assinado eletronicamente por Cristiano Anunciação dos Passos em 14/05/2024 08:43
Checksum: EED73300744B6B9A817C0CFC5A134B1F60957DA179FB2B7C8D7663266969F379
AAuutteennttiiccaarr ddooccuummeennttoo eemm hhttttppss::////ssoorrooccaabbaa..ccaammaarraasseemmppaappeell..ccoomm..bbrr//aauutteennttiicciiddaaddee
ccoomm oo iiddeennttiiffiiccaaddoorr 33220000339900003311000033440000335500003366000033AA000055000000,, DDooccuummeennttoo aassssiinnaaddoo ddiiggiittaallmmeennttee
ccoonnffoorrmmee aarrtt.. 44ºº,, IIII ddaa LLeeii 1144..006633//22002200..",https://www.camarasorocaba.sp.gov.br/arquivos_publicos.html,data/extracted/sorocaba/camara/ldo/camara_ldo_sorocaba.csv,2026-05-29,inventario/texto de PDF oficial; qualidade indicada por status_extracao; caminhos locais sanitizados Limitacao: registros LDO/metas da Camara sao atas de audiencias publicas ou documentos legislativos relacionados; a LDO e as metas oficiais completas pertencem ao Executivo/Prefeitura.
2025,sorocaba,Camara Municipal de Sorocaba,ldo,ldo_2025.pdf,2,2916,ocr_tesseract,"3 CÂMARA MUNICIPAL DE SOROCABA

ESTADO DE SÃO PAULO

ATA DA AUDIÊNCIA PÚBLICA PARA APRESENTAÇÃO DO PROJETO DE LEI DE DIRETRIZES
ORÇAMENTÁRIAS (LDO) PARA 2026

Às 9h do dia 5 de maio de 2025, no plenário da Câmara Municipal de Sorocaba, foi
realizada audiência pública para apresentação do Projeto de Lei de Diretrizes
Orçamentárias (LDO) do Município de Sorocaba para o exercício de 2026. A audiência
foi realizada sob o comando da Comissão de Economia, Finanças, Orçamento e
Parcerias, nos termos da legislação vigente. O vereador Cristiano Passos, presidente da
comissão, presidiu a audiência, que também contou com a participação do vereador
lzídio de Brito. LDO — A Secretaria da Fazenda, representada pelo secretário em
substituição Doingles Batista de Moraes e equipe técnica, apresentou as diretrizes e
orientações constantes no projeto de lei. Foram abordadas as metas fiscais, os riscos
fiscais e o controle de gastos com pessoal. As contingências orçamentárias estão
estimadas em R$ 11,555 milhões, com possibilidade de frustração de arrecadação em
R$ 4,486 milhões. A receita total estimada para 2026 é de R$ 4,982 bilhões, sendo R$
1,868 bilhão provenientes de impostos, taxas e contribuições de melhoria, R$ 2,227
bilhões de transferências correntes e R$ 251,5 milhões de receitas de capital. As
despesas totais projetadas somam R$ 5,076 bilhões, das quais R$ 1,963 bilhão são
destinadas a pessoal e encargos sociais, R$ 438 milhões a investimentos e R$ 58,8
milhões ao pagamento de juros da dívida. A amortização da dívida está prevista em R$
79,6 milhões. O resultado primário é estimado em -R$ 235,1 milhões. A dívida
consolidada líquida prevista para 2026 é de R$ 570,2 milhões, o que representa um
aumento de 36,83% em relação ao ano anterior. A secretaria destacou que realiza
estudos bimestrais das metas de arrecadação e traça novas ações fiscais conforme os
resultados, podendo também realizar contingenciamentos, se necessário. Participação
popular — Foi informado que o formulário online para envio de sugestões ficou
disponível entre 14 de fevereiro e 18 de março de 2025, no site da Prefeitura. No total,

68 participantes encaminharam 526 propostas. As áreas mais citadas foram s/aúde,

12


'
À : CAMARA MUNICIPAL DE SOROCABA

: .3 ESTADO DE SÃO PAULO
JE la F
e a e

educação, segurança alimentar e transparência nos gastos públicos. O secretário

considerou o número de participações relevante e afirmou que para as próximas edições
poderá haver ampliação de prazos ou mesmo abertura contínua para recebimento de
sugestões. O vereador Cristiano Passos sugeriu a instalação de urnas físicas em próprios
municipais, como unidades de saúde, para facilitar a participação de pessoas com
dificuldade de ace: àinternet. Nada mais havendo a tratar, foi encerrada a audiência
pública.

Audiência Pública — Lei de Diretrizes Orçamentárias — LDO 2026 - YouTube

SECRETÁRIO DOINGLES DE MORAES

2/2
",https://www.camarasorocaba.sp.gov.br/arquivos_publicos.html,data/extracted/sorocaba/camara/ldo/camara_ldo_sorocaba.csv,2026-05-29,inventario/texto de PDF oficial; qualidade indicada por status_extracao; caminhos locais sanitizados Limitacao: registros LDO/metas da Camara sao atas de audiencias publicas ou documentos legislativos relacionados; a LDO e as metas oficiais completas pertencem ao Executivo/Prefeitura.
2026,sorocaba,Camara Municipal de Sorocaba,ldo,ldo_2026.pdf,1,117,texto_curto_revisar,"AUDIÊNCIA PÚBLICA – LEI DE DIRETRIZES ORÇAMENTÁRIAS – 2026
DIA 05/05/2025
https://www.youtube.com/watch?v=JwG_rpW4hz0",https://www.camarasorocaba.sp.gov.br/arquivos_publicos.html,data/extracted/sorocaba/camara/ldo/camara_ldo_sorocaba.csv,2026-05-29,inventario/texto de PDF oficial; qualidade indicada por status_extracao; caminhos locais sanitizados Limitacao: registros LDO/metas da Camara sao atas de audiencias publicas ou documentos legislativos relacionados; a LDO e as metas oficiais completas pertencem ao Executivo/Prefeitura.
2027,sorocaba,Camara Municipal de Sorocaba,ldo,ldo_2027.pdf,1,1158,texto_nativo_ok,"CÂMARA MUNICIPAL DE SOROCABA
ESTADO DE SÃO PAULO
CONVITE
A Câmara Municipal de Sorocaba, por solicitação da
Comissão de Economia, Finanças, Orçamento e Parcerias, em atendimento ao
art. 44., da Lei Federal n9 10.257/2001 (Estatuto da Cidade) combinado com a
alínea f, inciso III do art. 49, do mesmo instituto e com o inciso 1 do § 19 do art.
48. da Lei Complementar Federal n9 101, de 4 de maio de 2000, convida para as
Audiências Públicas, a fim de discutir o Projeto de Lei n2 157/2026, do Executivo,
que dispõe sobre as diretrizes para a elaboração e execução da Lei
Orçamentária de 2027 LDO 2027, nos dias: 29 de abril e 04, 06, 08 e 11 de
-
maio, a partir das 9 horas, no Plenário desta Casa de Leis, à Avenida Engenheiro
Carlos Reinaldo Mendes, n9 2.945 Alto da Boa Vista.
-
As audiências serão transmitidas ao vivo através dos veículos
de comunicação desta Casa de Leis, quais sejam: TV Aberta Digital canal 31.3,
-
NET/Claro canal 04, Vivo Fibra canal 09, Rádio Câmara e Mídias Sociais.
- -
Contando com a sua presença, aproveito o ensejo para
renovar nosso apreço e consideração.
Sorocaba, í de abril de 2026.
LUÍS SAN/t05 PEREIRA FILHO
/Presidente",https://www.camarasorocaba.sp.gov.br/arquivos_publicos.html,data/extracted/sorocaba/camara/ldo/camara_ldo_sorocaba.csv,2026-05-29,inventario/texto de PDF oficial; qualidade indicada por status_extracao; caminhos locais sanitizados Limitacao: registros LDO/metas da Camara sao atas de audiencias publicas ou documentos legislativos relacionados; a LDO e as metas oficiais completas pertencem ao Executivo/Prefeitura.
2017,sorocaba,Camara Municipal de Sorocaba,lrf,lrf_2017.pdf,1,487,,"Aprimorando o Portal de Transparência (Lei Federal nº 12.527/2011)
e para melhorar a veridicidade de nossa transparência ativa, no dia 12 de
maio de 2017 a empresa Conam disponibilizou atualização relativa aos
vencimentos (Ato da mesa nº 034/2015) deste Poder Legislativo.
Clique aqui para ser redirecionado ao item Vencimentos.
Av. Engº Carlos Reinaldo Mendes, 2945 — Alto da Boa Vista — CEP 18013-904 — Sorocaba — SP — (15) 3238-1111
/camarasorocaba camarasorocaba.sp.gov.br canal 61.3",https://www.camarasorocaba.sp.gov.br/arquivos_publicos.html,data/extracted/sorocaba/camara/lrf/camara_lrf_sorocaba.csv,2026-05-29,inventario/texto de PDF oficial; qualidade indicada por status_extracao; caminhos locais sanitizados Limitacao: registros LDO/metas da Camara sao atas de audiencias publicas ou documentos legislativos relacionados; a LDO e as metas oficiais completas pertencem ao Executivo/Prefeitura.
2023,sorocaba,Camara Municipal de Sorocaba,lrf,lrf_2023.pdf,2,6397,,"CN-SIFPM MUNICIPIO DE SOROCABA CONAM
Poder Legislativo
RELATORIO DE GESTAO FISCAL
DEMONSTRATIVO DA DESPESA COM PESSOAL
ORCAMENTOS FISCAL E DA SEGURIDADE SOCIAL
Periodo de Referencia: MAIO/2022 a ABRIL/2023
RGF - ANEXO 1 (LRF, art. 55, inciso I, alinea a) R$ 1,00
DESPESAS EXECUTADAS - LIQUIDADAS (ULTIMOS 12 MESES)
DESPESA COM PESSOAL
MAIO/2022 JUNHO/2022 JULHO/2022 AGOSTO/2022 SETEMBRO/2022 OUTUBRO/2022 NOVEMBRO/2022
DESPESA BRUTA COM PESSOAL (I) 3.770.773,84 3.861.207,69 4.178.379,52 3.782.340,71 3.928.017,95 3.720.751,30 4.591.290,39
Pessoal Ativo 3.664.763,31 3.755.197,16 4.072.368,99 3.676.330,18 3.822.007,42 3.621.843,71 4.497.118,00
Vencimentos, Vantagens e Outras Despesas Variaveis 3.035.567,07 3.113.285,20 3.415.279,73 3.036.921,32 3.178.048,98 2.979.173,46 3.852.699,47
Obrigacoes Patronais 629.196,24 641.911,96 657.089,26 639.408,86 643.958,44 642.670,25 644.418,53
Beneficios Previdenciarios 0,00 0,00 0,00 0,00 0,00 0,00 0,00
Pessoal Inativo e Pensionistas 106.010,53 106.010,53 106.010,53 106.010,53 106.010,53 98.907,59 94.172,39
Aposentadorias, Reserva e Reformas 0,00 0,00 0,00 0,00 0,00 0,00 0,00
Pensoes 106.010,53 106.010,53 106.010,53 106.010,53 106.010,53 98.907,59 94.172,39
Outros Beneficios Previdenciarios 0,00 0,00 0,00 0,00 0,00 0,00 0,00
Outras despesas de pessoal decorrentes de contratos de terceirizacao
ou de contratacao de forma indireta(paragrafo 1 do artigo 18 da LRF) 0,00 0,00 0,00 0,00 0,00 0,00 0,00
Despesa com Pessoal nao Executada Orcamentariamente 0,00 0,00 0,00 0,00 0,00 0,00 0,00
DESPESAS NAO COMPUTADAS (II) (paragrafo 1 do artigo 19 da LRF) -47.942,07 -47.942,07 -29.206,27 -47.942,07 -47.942,07 -60.106,73 -127.960,33
Indenizacoes por Demissao e Incentivos a Demissao Voluntaria 0,00 0,00 0,00 0,00 0,00 0,00 0,00
Decorrentes de Decisao Judicial de periodo anterior ao da apuracao 0,00 0,00 0,00 0,00 0,00 0,00 0,00
Despesas de Exercicios Anteriores de periodo anterior ao da apuracao 0,00 0,00 18.735,80 0,00 0,00 0,00 0,00
Inativos e Pensionistas com Recursos Vinculados -47.942,07 -47.942,07 -47.942,07 -47.942,07 -47.942,07 -60.106,73 -127.960,33
Vencimento dos agentes comunitarios de saude e dos agentes de combate
as endemias (EC 120/2022) 0,00 0,00 0,00 0,00 0,00 0,00 0,00
DESPESA LIQUIDA COM PESSOAL (III) = (I-II) 3.818.715,91 3.909.149,76 4.207.585,79 3.830.282,78 3.975.960,02 3.780.858,03 4.719.250,72
DESPESAS EXECUTADAS - LIQUIDADAS (ULTIMOS 12 MESES) TOTAL INSCRITAS EM
DESPESA COM PESSOAL ULTIMOS 12 MESES RESTOS A PAGAR NAO
DEZEMBRO/2022 JANEIRO/2023 FEVEREIRO/2023 MARCO/2023 ABRIL/2023 (a) PROCESSADOS (b)
DESPESA BRUTA COM PESSOAL (I) 6.043.122,02 4.049.084,04 4.281.617,32 4.106.085,17 4.655.657,73 50.968.327,68 0,00
Pessoal Ativo 5.948.949,63 3.954.911,65 4.187.444,93 4.011.912,78 4.561.485,34 49.774.333,10 0,00
Vencimentos, Vantagens e Outras Despesas Variaveis 4.728.411,34 3.289.888,32 3.543.556,36 3.364.743,32 3.793.592,13 41.331.166,70 0,00
Obrigacoes Patronais 1.220.538,29 665.023,33 643.888,57 647.169,46 767.893,21 8.443.166,40 0,00
Beneficios Previdenciarios 0,00 0,00 0,00 0,00 0,00 0,00 0,00
Pessoal Inativo e Pensionistas 94.172,39 94.172,39 94.172,39 94.172,39 94.172,39 1.193.994,58 0,00
Aposentadorias, Reserva e Reformas 0,00 0,00 0,00 0,00 0,00 0,00 0,00
Pensoes 94.172,39 94.172,39 94.172,39 94.172,39 94.172,39 1.193.994,58 0,00
Outros Beneficios Previdenciarios 0,00 0,00 0,00 0,00 0,00 0,00 0,00
Outras despesas de pessoal decorrentes de contratos de terceirizacao
ou de contratacao de forma indireta(paragrafo 1 do artigo 18 da LRF) 0,00 0,00 0,00 0,00 0,00 0,00 0,00
Despesa com Pessoal nao Executada Orcamentariamente 0,00 0,00 0,00 0,00 0,00 0,00 0,00
DESPESAS NAO COMPUTADAS (II) (paragrafo 1 do artigo 19 da LRF) -221.055,96 -84.495,76 -98.397,14 -110.208,70 -97.296,81 -1.020.495,98 0,00
Indenizacoes por Demissao e Incentivos a Demissao Voluntaria 0,00 0,00 0,00 0,00 0,00 0,00 0,00
Decorrentes de Decisao Judicial de periodo anterior ao da apuracao 0,00 0,00 0,00 0,00 0,00 0,00 0,00
Despesas de Exercicios Anteriores de periodo anterior ao da apuracao 0,00 0,00 0,00 0,00 0,00 18.735,80 0,00
Inativos e Pensionistas com Recursos Vinculados -221.055,96 -84.495,76 -98.397,14 -110.208,70 -97.296,81 -1.039.231,78 0,00
Vencimento dos agentes comunitarios de saude e dos agentes de combate
as endemias (EC 120/2022) 0,00 0,00 0,00 0,00 0,00 0,00 0,00
DESPESA LIQUIDA COM PESSOAL (III) = (I-II) 6.264.177,98 4.133.579,80 4.380.014,46 4.216.293,87 4.752.954,54 51.988.823,66 0,00
CN-SIFPM MUNICIPIO DE SOROCABA CONAM
Poder Legislativo
RELATORIO DE GESTAO FISCAL
DEMONSTRATIVO DA DESPESA COM PESSOAL
ORCAMENTOS FISCAL E DA SEGURIDADE SOCIAL
Periodo de Referencia: MAIO/2022 a ABRIL/2023
RGF - ANEXO 1 (LRF, art. 55, inciso I, alinea a) R$ 1,00
% SOBRE
APURACAO DO CUMPRIMENTO DO LIMITE LEGAL VALOR RCL AJUSTADA
RECEITA CORRENTE LIQUIDA RCL (IV) 3.649.447.261,72
( ) Transferencias obrigatorias da Uniao relativas as emendas individuais (artigo 166 A, paragrafo 1, da CF) (V) 6.585.232,49
( ) Transferencias obrigatorias da Uniao relativas as emendas de bancada (artigo 166, paragrafo 16 da CF) (VI) 0,00
RECEITA CORRENTE LIQUIDA AJUSTADA PARA CALCULO DOS LIMITES DA DESPESA COM PESSOAL (VII) = (IV V VI) 3.642.862.029,23
DESPESA TOTAL COM PESSOAL - DTP (VIII) = (IIIa + IIIb) 51.988.823,66 1,42
LIMITE MAXIMO (IX) (incisos I, II e III, artigo 20 da LRF) 218.571.721,75 6,00
LIMITE PRUDENCIAL (X) =(0,95 x IX) (paragrafo unico, artigo 22 da LRF) 207.643.135,66 5,70
LIMITE DE ALERTA (XI)=(0,90 x IX) (inciso II do paragrafo 1o. do artigo 59 da LRF) 196.714.549,57 5,40
CONAM-RGF1-2023-1.Quadrimestre
FONTE:CN-SIFPM - Sistema Integrado de Financas Publicas Municipais, Unidade responsavel- CONTABILIDADE, Data da emissao 29/MAI/2023 e hora de emissao 10:10
Nota 1 : Durante o exercicio, somente as despesas liquidadas sao consideradas executadas. No encerramento do exercicio, as despesas nao liquidadas inscritas em Restos a Pagar nao
processados sao tambem consideradas executadas. Dessa ",https://www.camarasorocaba.sp.gov.br/arquivos_publicos.html,data/extracted/sorocaba/camara/lrf/camara_lrf_sorocaba.csv,2026-05-29,inventario/texto de PDF oficial; qualidade indicada por status_extracao; caminhos locais sanitizados Limitacao: registros LDO/metas da Camara sao atas de audiencias publicas ou documentos legislativos relacionados; a LDO e as metas oficiais completas pertencem ao Executivo/Prefeitura.
2024,sorocaba,Camara Municipal de Sorocaba,lrf,lrf_2024.pdf,3,6754,,"CN-SIFPM MUNICIPIO DE SOROCABA CONAM
Poder Legislativo
RELATORIO DE GESTAO FISCAL
DEMONSTRATIVO DA DESPESA COM PESSOAL
ORCAMENTOS FISCAL E DA SEGURIDADE SOCIAL
Periodo de Referencia: MAIO/2023 a ABRIL/2024
RGF - ANEXO 1 (LRF, art. 55, inciso I, alinea a) R$ 1,00
DESPESAS EXECUTADAS - LIQUIDADAS (ULTIMOS 12 MESES)
DESPESA COM PESSOAL
MAIO/2023 JUNHO/2023 JULHO/2023 AGOSTO/2023 SETEMBRO/2023 OUTUBRO/2023 NOVEMBRO/2023
DESPESA BRUTA COM PESSOAL (I) 4.567.545,97 4.987.557,45 4.291.100,41 4.817.907,10 4.606.295,79 4.625.028,55 5.465.439,60
Pessoal Ativo 4.145.715,41 4.566.196,29 3.864.980,25 4.401.248,26 4.190.653,70 4.209.586,46 4.869.756,19
Vencimentos, Vantagens e Outras Despesas Variaveis 3.458.441,08 3.879.543,80 3.179.153,15 3.724.699,67 3.484.124,80 3.516.754,13 4.174.848,00
Obrigacoes Patronais 687.274,33 686.652,49 685.827,10 676.548,59 706.528,90 692.832,33 694.908,19
Beneficios Previdenciarios 0,00 0,00 0,00 0,00 0,00 0,00 0,00
Pessoal Inativo e Pensionistas 421.830,56 421.361,16 426.120,16 416.658,84 415.642,09 415.442,09 595.683,41
Aposentadorias, Reserva e Reformas 250.799,18 252.045,68 255.974,68 252.151,73 252.245,68 252.045,68 392.495,82
Pensoes 171.031,38 169.315,48 170.145,48 164.507,11 163.396,41 163.396,41 203.187,59
Outros Beneficios Previdenciarios 0,00 0,00 0,00 0,00 0,00 0,00 0,00
Outras despesas de pessoal decorrentes de contratos de terceirizacao
ou de contratacao de forma indireta(paragrafo 1 do artigo 18 da LRF) 0,00 0,00 0,00 0,00 0,00 0,00 0,00
Despesa com Pessoal nao Executada Orcamentariamente 0,00 0,00 0,00 0,00 0,00 0,00 0,00
DESPESAS NAO COMPUTADAS (II) (paragrafo 1 do artigo 19 da LRF) 242.693,63 243.940,13 247.140,13 245.171,80 244.140,13 243.940,13 380.337,49
Indeniz p/Demissao e Incentivos a Demissao Voluntaria e Deducoes Const 0,00 0,00 0,00 0,00 0,00 0,00 0,00
Decorrentes de Decisao Judicial de periodo anterior ao da apuracao 0,00 0,00 0,00 0,00 0,00 0,00 0,00
Despesas de Exercicios Anteriores de periodo anterior ao da apuracao 0,00 0,00 0,00 0,00 0,00 0,00 0,00
Inativos e Pensionistas com Recursos Vinculados 242.693,63 243.940,13 247.140,13 245.171,80 244.140,13 243.940,13 380.337,49
DESPESA LIQUIDA COM PESSOAL (III) = (I-II) 4.324.852,34 4.743.617,32 4.043.960,28 4.572.735,30 4.362.155,66 4.381.088,42 5.085.102,11
DESPESAS EXECUTADAS - LIQUIDADAS (ULTIMOS 12 MESES) TOTAL INSCRITAS EM
DESPESA COM PESSOAL ULTIMOS 12 MESES RESTOS A PAGAR NAO
DEZEMBRO/2023 JANEIRO/2024 FEVEREIRO/2024 MARCO/2024 ABRIL/2024 (a) PROCESSADOS (b)
DESPESA BRUTA COM PESSOAL (I) 6.815.708,68 4.769.127,01 4.612.374,79 4.031.167,61 5.197.189,52 58.786.442,48 0,00
Pessoal Ativo 6.214.825,12 4.344.252,17 4.109.769,28 3.717.244,90 4.734.266,12 53.368.494,15 0,00
Vencimentos, Vantagens e Outras Despesas Variaveis 4.932.532,85 3.642.930,97 3.420.152,73 3.034.932,26 3.954.454,14 44.402.567,58 0,00
Obrigacoes Patronais 1.282.292,27 701.321,20 689.616,55 682.312,64 779.811,98 8.965.926,57 0,00
Beneficios Previdenciarios 0,00 0,00 0,00 0,00 0,00 0,00 0,00
Pessoal Inativo e Pensionistas 600.883,56 424.874,84 502.605,51 313.922,71 462.923,40 5.417.948,33 0,00
Aposentadorias, Reserva e Reformas 396.695,94 265.917,73 290.077,23 246.386,13 308.627,30 3.415.462,78 0,00
Pensoes 204.187,62 158.957,11 212.528,28 67.536,58 154.296,10 2.002.485,55 0,00
Outros Beneficios Previdenciarios 0,00 0,00 0,00 0,00 0,00 0,00 0,00
Outras despesas de pessoal decorrentes de contratos de terceirizacao
ou de contratacao de forma indireta(paragrafo 1 do artigo 18 da LRF) 0,00 0,00 0,00 0,00 0,00 0,00 0,00
Despesa com Pessoal nao Executada Orcamentariamente 0,00 0,00 0,00 0,00 0,00 0,00 0,00
DESPESAS NAO COMPUTADAS (II) (paragrafo 1 do artigo 19 da LRF) 385.537,62 257.812,18 345.500,12 160.579,06 328.386,84 3.325.179,26 0,00
Indeniz p/Demissao e Incentivos a Demissao Voluntaria e Deducoes Const 0,00 0,00 0,00 0,00 0,00 0,00 0,00
Decorrentes de Decisao Judicial de periodo anterior ao da apuracao 0,00 0,00 0,00 0,00 0,00 0,00 0,00
Despesas de Exercicios Anteriores de periodo anterior ao da apuracao 0,00 0,00 0,00 0,00 0,00 0,00 0,00
Inativos e Pensionistas com Recursos Vinculados 385.537,62 257.812,18 345.500,12 160.579,06 328.386,84 3.325.179,26 0,00
DESPESA LIQUIDA COM PESSOAL (III) = (I-II) 6.430.171,06 4.511.314,83 4.266.874,67 3.870.588,55 4.868.802,68 55.461.263,22 0,00
CN-SIFPM MUNICIPIO DE SOROCABA CONAM
Poder Legislativo
RELATORIO DE GESTAO FISCAL
DEMONSTRATIVO DA DESPESA COM PESSOAL
ORCAMENTOS FISCAL E DA SEGURIDADE SOCIAL
Periodo de Referencia: MAIO/2023 a ABRIL/2024
RGF - ANEXO 1 (LRF, art. 55, inciso I, alinea a) R$ 1,00
% SOBRE
APURACAO DO CUMPRIMENTO DO LIMITE LEGAL VALOR RCL AJUSTADA
RECEITA CORRENTE LIQUIDA RCL (IV) 4.072.042.060,84
( ) Transferencias obrigatorias da Uniao relativas as emendas individuais (artigo 166 A, paragrafo 1, da CF) 19.388.067,65
( ) Transferencias obrigatorias da Uniao relativas as emendas de bancada (artigo 166, paragrafo 16, da CF) 7.728.188,00
( ) Transferencias obrigatorias da Uniao relativas a remuneracao dos agentes comunitarios de saude e dos agentes de combate as endemias (CF, art.198, par.11) 3.010.164,00
( ) Outras Deducoes Constitucionais ou Legais 0,00
RECEITA CORRENTE LIQUIDA AJUSTADA PARA CALCULO DOS LIMITES DA DESPESA COM PESSOAL (V) 4.041.915.641,19
DESPESA TOTAL COM PESSOAL - DTP (VI) = (III a + III b) 55.461.263,22 1,37
LIMITE MAXIMO (VII) (incisos I, II e III, artigo 20 da LRF) 242.514.938,47 6
LIMITE PRUDENCIAL (VIII)=(0,95 x IX) (paragrafo unico do artigo 22 da LRF) 230.389.191,54 5,7
LIMITE DE ALERTA (IX) = (0,90 x IX) (inciso II do paragrafo 1 do artigo 59 da LRF) 218.263.444,62 5,4
CN-SIFPM MUNICIPIO DE SOROCABA CONAM
Poder Legislativo
RELATORIO DE GESTAO FISCAL
DEMONSTRATIVO DA DESPESA COM PESSOAL
ORCAMENTOS FISCAL E DA SEGURIDADE SOCIAL
Periodo de Referencia: MAIO/2023 a ABRIL/2024
RGF - ANEXO 1 (LRF, art. 55, inciso I, alinea a) R$ 1,00
% SOBRE
APURACAO DO CUMPRIMENTO DO LIMITE LEGAL VALOR RCL AJUSTADA
CONAM-RGF1-2024
FONTE:CN-SIFPM - Sistema Integra",https://www.camarasorocaba.sp.gov.br/arquivos_publicos.html,data/extracted/sorocaba/camara/lrf/camara_lrf_sorocaba.csv,2026-05-29,inventario/texto de PDF oficial; qualidade indicada por status_extracao; caminhos locais sanitizados Limitacao: registros LDO/metas da Camara sao atas de audiencias publicas ou documentos legislativos relacionados; a LDO e as metas oficiais completas pertencem ao Executivo/Prefeitura.
