Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"40.426.733,96","40.226.723,15","39.912.710,06","200.010,81","314.013,09",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2018&id_ente=3538709
06.122 - Administração Geral,"118.051,44","118.051,44","116.198,80","0,00","1.852,64",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2018&id_ente=3538709
06.181 - Policiamento,"39.638.449,97","39.529.517,97","39.235.022,42","108.932,00","294.495,55",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2018&id_ente=3538709
06.182 - Defesa Civil,"670.232,55","579.153,74","561.488,84","91.078,81","17.664,90",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2018&id_ente=3538709
