Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"52.640.986,79","52.083.236,55","51.982.802,89","557.750,24","100.433,66",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2024&id_ente=3538709
06.122 - Administração Geral,"244.098,04","226.329,43","226.329,43","17.768,61","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2024&id_ente=3538709
06.181 - Policiamento,"50.846.981,42","50.506.505,42","50.406.071,76","340.476,00","100.433,66",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2024&id_ente=3538709
06.182 - Defesa Civil,"1.549.907,33","1.350.401,70","1.350.401,70","199.505,63","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2024&id_ente=3538709
