Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"40.506.479,31","39.990.098,59","39.846.474,76","516.380,72","143.623,83",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3538709
06.122 - Administração Geral,"93.870,25","93.870,25","86.840,80","0,00","7.029,45",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3538709
06.181 - Policiamento,"39.616.376,29","39.175.490,22","39.038.895,84","440.886,07","136.594,38",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3538709
06.182 - Defesa Civil,"796.232,77","720.738,12","720.738,12","75.494,65","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3538709
