Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"43.749.377,45","41.983.764,58","41.777.732,33","1.765.612,87","206.032,25",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2019&id_ente=3538709
06.122 - Administração Geral,"130.682,19","130.682,19","128.790,81","0,00","1.891,38",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2019&id_ente=3538709
06.181 - Policiamento,"42.834.402,09","41.164.351,72","40.960.210,85","1.670.050,37","204.140,87",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2019&id_ente=3538709
06.182 - Defesa Civil,"784.293,17","688.730,67","688.730,67","95.562,50","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2019&id_ente=3538709
