Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"50.689.888,65","49.339.101,20","49.064.046,34","1.350.787,45","275.054,86",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2023&id_ente=3538709
06.122 - Administração Geral,"198.123,75","177.018,46","177.018,46","21.105,29","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2023&id_ente=3538709
06.181 - Policiamento,"49.250.961,15","48.043.124,28","47.768.669,42","1.207.836,87","274.454,86",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2023&id_ente=3538709
06.182 - Defesa Civil,"1.240.803,75","1.118.958,46","1.118.358,46","121.845,29","600,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2023&id_ente=3538709
